search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Care management software in australia or newzealand,Oncore: Corporate & Contractor Payroll Management Services ...,https://www.oncoreservices.com/au/,Oncore delivers unparalleled outsourcing solutions for recruiters  contractors & corporates. Enquire today.,oncoreservices,"['Level  9 , 276 Flinders Street Melbourne VIC 3000 NZ', 'https://www.oncoreservices.com/au/contact/our-offices/']","['dpo@oncoreservices.com', 'https://www.oncoreservices.com/uk/privacy-policy/']","['0800 141 602', 'https://www.oncoreservices.com/au/contact/our-offices/']","['oncore contractors', 'oncore managed contractors access', 'oncore services business operations', 'contractor management services', 'oncore services', 'oncore services data retention schedule', 'contractor management', 'contractor management solutions', 'contractor recruitment services', 'contractor payroll']","[['GRANT ALEXANDER GEE', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.oncore_contractor_solutions_pty_ltd.5a0014c461235b3138a4c69d56351ce5.html']","['IT - Software, Construction', 'from_classification_model']","[' 9 September 2013', 'https://opencorporates.com/companies/nz/4641539']","['$2.84 million USD', 'https://www.dnb.com/business-directory/company-profiles.oncore_contractor_solutions_pty_ltd.5a0014c461235b3138a4c69d56351ce5.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/4641539']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.oncore_contractor_solutions_pty_ltd.5a0014c461235b3138a4c69d56351ce5.html']",1.0,0.25,0.0,0.0,0.3125
Dental practice management software in australia or newzealand,Financial Review - Business_ Finance and Investment News ...,https://www.afr.com/,The Australian Financial Review reports the latest news from business  finance  investment and politics  updated in real time. It has a reputation for independent  award-winning journalism and is essential reading for the business and investor community.,afr,"['506 Sydney NSW 2001', 'https://www.afr.com/privacy-policy?Embed=Y']","['nila.sweeney@afr.com.au', 'https://www.afr.com/property/residential/work-from-anywhere-fuels-demand-for-airbnb-rentals-20200923-p55y9o']","['+61 2 7966 6900', 'https://www.afr.com/conditions-of-use']","['government bond rates', 'more australian state government bonds', 'government bonds', 'us government bonds', 'australian governments', 'australian government debt', 'government bond record', 'commonwealth government bonds', 'state governments', 'cent interest rate']","[['Nick Hawkins', 'CEO'], 'https://www.afr.com/companies/financial-services/iag-names-nick-hawkins-new-ceo-20200921-p55xjj']","[['NewsPublishingSocial News'], 'https://www.crunchbase.com/organization/australian-financial-review']","['30 June 2020', 'https://opencorporates.com/companies/au/642201821']","['3.5M', 'https://app.avention.com/company/1cb4cca9-f5d2-3366-adfc-4e3ea586f6ff#report/company_summary']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/australian-financial-review']","['30', 'https://app.avention.com/company/1cb4cca9-f5d2-3366-adfc-4e3ea586f6ff#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/australian-financial-review']",0.25,0.25,0.0,0.0,0.125
Community care software in australia or newzealand,BMJ Open | A leading multidisciplinary medical journal,https://bmjopen.bmj.com/,A peer-reviewed open access journal publishing medical research from all disciplines  therapeutic areas and study designs  from protocols to systematic reviews.,bmjopen.bmj,None,"['marketingsupport@bmj.com', 'https://bmjopen.bmj.com/pages/contact-us/']",None,None,"[['Alys Havard ', 'Senior Research Fellow_Centre for ...'], 'from linkedin search google']","['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
NDIS claim payment software in australia or newzealand,Spot On Travel,http://www.spotontravel.com.au/,"_It is with profound regret that we are announcing the permanent closure of our Travel Agency.&nbsp;&nbsp;

Our decision to close has been driven by the current Covid 19 Pandemic and the necessary steps governments around the world and particularly in Australia to limit the movement of people in an effort to contain this deadly disease.&nbsp; Travel Agents everywhere were the first to see their businesses impacted by the pandemic and we have made the decision it is not likely that we will recover our business in the next few years.

We have also been impacted by personal tragedy with James Aitken owner of Spot On Travel being diagnosed with terminal cancer in May 2020.&nbsp; He has received world-class treatment and is heroically fighting his cancer with the support of his family and friends.

This website will be taken down shortly as will our email addresses.

We take this time to thank our clients and wish you well.

&nbsp;
",spotontravel,"['PO Box 446 Benalla VIC 3671', 'http://www.spotontravel.com.au/contact']","['info@spotontravel.com.au', 'http://www.spotontravel.com.au/Public/Page?pageUrl=Home']","['+613 5762 2550', 'http://www.spotontravel.com.au/covid-19-travel-advice-our-policys']","['travel services', 'travel service providers', 'travel bookings', 'international travel bookings', 'family travel', 'other travel document requirements', 'airline travel', 'slow travel arranging specialist group travel', 'travel insurance', 'wonderful group travel']",None,"['Transport, Healthcare', 'from_classification_model']",None,"['$668,000 USD', 'https://www.dnb.com/business-directory/company-profiles.spot_on_travel__tours_pty_ltd.26118b0f999560da2abe7fb8a56a240b.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.spot_on_travel__tours_pty_ltd.26118b0f999560da2abe7fb8a56a240b.html']",0.25,0.25,0.0,0.0,0.125
Care management software in australia or newzealand,Ascender: Payroll Software & Services | Human Capital ...,https://www.ascenderhcm.com/,Ascender: Payroll Software. The leading payroll and HR software solutions provider in the Asia Pacific region. We provide integrated HR and payroll software_Ascender is the leading payroll and HR software solutions provider in the Asia Pacific region. We provide integrated HR and payroll software that puts people first.,ascenderhcm,"[""'LEVEL 3 TOWER B' 197-201 COWARD STREET MASCOT, NEW SOUTH WALES, 2020 Australia"", 'https://www.dnb.com/business-directory/company-profiles.ascender_hcm_australia_pty_ltd.7baccaa8d9086ff1fe71a3f6b295fe2e.html']","['hello@ascenderhcm.com', 'https://www.ascenderhcm.com/media/ascender-takes-home-two-medals-at-the-hrd-service-provider-awards-2019/']","['+61 2 9934 5604', 'https://www.ascenderhcm.com/privacy-policy/']","['ascender employees', 'ascender payroll platforms', 'payroll hr', 'new payroll technologies', 'new payroll systems', 'payroll service data', 'payroll information', 'payroll people', 'employee information', 'payroll time']","[['Andrew Wilson', 'CEO'], 'https://au.linkedin.com/in/awilsonsydney']","[['EducationHuman ResourcesOutsourcing'], 'https://www.crunchbase.com/organization/ascender-hcm']","['2003', 'https://www.crunchbase.com/organization/ascender-hcm']","['$19.39 million USD', 'https://www.dnb.com/business-directory/company-profiles.ascender_hcm_australia_pty_ltd.7baccaa8d9086ff1fe71a3f6b295fe2e.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/ascender-hcm']",None,"['Private', 'https://www.crunchbase.com/organization/ascender-hcm']",0.375,0.25,0.375,0.0,0.25
NDIS claim payment software in australia or newzealand,TechnologyOne - Global SaaS ERP Solution,https://technologyonecorp.com/,The TechnologyOne global SaaS ERP solution delivers the TechnologyOne enterprise suite as a service through the cloud to our customers.,technologyonecorp,"['Level 6, 420 St Kilda Road Melboune VIC 3004', 'https://technologyonecorp.com/company/contact-us']","['registrars@linkmarketservices.com.au', 'https://technologyonecorp.com/company/investors']","['+61 (8) 8373 8501', 'https://technologyonecorp.com/company/contact-us']","['technologyone solutions', 'technologyone onecouncil solution customer', 'technologyone saas', 'technologyone oneasset solution', 'existing technologyone systems', 'technologyone customer', 'technologyone’s onecouncil solution', 'existing technologyone software', 'technologyone asset management software', 'technologyone’s asset lifecycle management solution']","['Adrian Di Marco', 'founder(s)', 'https://www.crunchbase.com/organization/technology-one']","[['CRMEnterprise SoftwareInformation TechnologyInfrastructureSoftware'], 'https://www.crunchbase.com/organization/technology-one']","['1987', 'https://www.crunchbase.com/organization/technology-one']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/technology-one']",None,"['Public', 'https://www.crunchbase.com/organization/technology-one']",0.25,0.25,0.0,0.0,0.125
Risk management software australia,Capterra: Find Business Software with reviews & price ...,https://www.capterra.com.au/,Capterra helps millions of people find the best business software. With software reviews  ratings  infographics  and the most comprehensive list of business software.,capterra,"['Level  18 40 Mount Street North Sydney NSW 2060 Australia', 'https://www.capterra.com.au/']","['info@capterra.com', 'https://www.capterra.com/p/127236/SkyPrep/']",None,"['software product reviews', 'software reviews', 'software user reviews', 'software users', 'seo software', 'best seo software', 'product review sites', 'user reviews', 'business reviews', 'software search tools']","[['Capterra', 'director'], 'from_website']","['Finance and insurance, IT - Software', 'from_classification_model']","['1999', 'https://www.owler.com/company/capterra']",None,None,None,None,None,0.25,0.0,0.25,0.0,0.125
NDIS claim payment software in australia or newzealand,Google Books,https://books.google.com.au/,Search the world's most comprehensive index of full-text books. My library · PublishersAboutPrivacyTermsHelp.,books.google,None,"['info@digpublish.com', 'https://www.crunchbase.com/organization/digpublish']",None,"['google books help center google', 'google services', 'center google services', 'using google', 'books google content', 'google books', 'google', 'google play books', 'google services rent textbooks', 'google digital']","[['Mark Tanner ', 'Co_Founder_ COO'], 'from linkedin search google']","[['AdvertisingE-CommerceEBooksPublishing'], 'https://www.crunchbase.com/organization/digpublish']","['2008', 'https://www.crunchbase.com/organization/digpublish']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/digpublish']",None,"['Private', 'https://www.crunchbase.com/organization/digpublish']",0.0,0.0,0.0,0.0,0.0
Software for NDIS service providers in australia or newzealand,Stepsoft Cloud Membership & NDIS Management Software,http://www.stepsoft.com.au/,Membership  Client  Participant Management & CRM Software for Associations  Aboriginal and Indigenous Communities  Sports Clubs  Community Groups  Not-for-profits  NDIS Service Providers  Health Service Providers  Community Sector Organisations  NGOs  Alumni  School clubs  Local  State and Federal Government.  Developer of Foxtrot CKS - an easy to use online  cloud system and solution for enterprises of any size. NDIS Software._A software development company specialising in the development of online membership and client management systems for associations  societies  not-for-profits  alumni  sports clubs  communities  schools  local government  ngo  nfp  ndis  small business and SMEs,stepsoft,None,"['helpdesk@stepsoft.com.au', 'http://www.stepsoft.com.au/terms.html']","['+61 2 62330900', 'http://www.stepsoft.com.au']","['foxtrot', 'use foxtrot business intelligence', 'foxtrot sessions', 'foxtrot user', 'foxtrot group', 'foxtrot users', 'foxtrot subscriber', 'foxtrot cks', 'foxtrot customer knowledge system', 'foxtrot cks development']","[['Anand Sangam ', 'Enterprise Architect_Australian ...'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Care management software in australia or newzealand,Lumary: Home,https://www.lumary.com.au/,Lumary aims to impact and empower health and wellbeing organisations to provide better care for their communities.,lumary,"['Suite  1 , 355 Crown Street Surry Hills, NSW 2010', 'https://www.lumary.com.au/contact-us/']","['lucinda.boddy@lumary.com.au', 'https://www.lumary.com.au/lumary-launches-new-software-functionality-for-the-aged-care-sector/']","['+61-399934402', 'https://www.dnb.com/business-directory/company-profiles.luminary_digital_pty_ltd.1781753153f62d2705691890d4ca9e12.html']","['ndis service providers', 'care providers', 'aged care providers', 'empower care providers', 'hcp care providers', 'disability service providers', 'service providers', 'aged care services', 'ndis funding faster privacy policy lumary care management', 'empower disability service providers']","[['Joseph Mercorella', 'CEO'], 'https://www.crunchbase.com/person/joseph-mercorella']","[['Health CareSaaS'], 'https://www.crunchbase.com/organization/lumary']","['2009', 'https://www.crunchbase.com/organization/lumary']","['$2.57 million USD', 'https://www.dnb.com/business-directory/company-profiles.luminary_digital_pty_ltd.1781753153f62d2705691890d4ca9e12.html']",None,"[' Adelaide, South Australia, Australia', 'https://www.crunchbase.com/organization/lumary']",None,"['Private', 'https://www.crunchbase.com/organization/lumary']",0.25,0.0,0.5,0.0,0.1875
Care management software in australia or newzealand,Ironbark Software | ERP Software Solutions,http://www.ironbark.com.au/,Ironbark Software have developed comprehensive  integrated ERP software solutions for several specific industries. Speak with Ironbark today about software for,ironbark,"['PO Box 4471 Eight Mile Plains QLD 4113', 'http://www.ironbark.com.au/contact-us/']","['info@sureal.com.au', 'http://www.ironbark.com.au/news/']","['+61 7 3423 3811', 'http://www.ironbark.com.au']","['ironbark software ironbark', 'ironbark healthcare software ironbark software', 'ironbark software', 'ironbark customer order software', 'ironbark fresh system', 'national marketplace news ironbark event ironbark', 'ironbark software package', 'ironbark stock management software', 'ironbark forecasting software', 'ironbark customer']","[['Chris Larsen ', 'Co_founder: CEO'], 'None']","[['Asset ManagementFinancial Services'], 'https://www.crunchbase.com/organization/ironbark-asset-management']","['2009', 'https://www.crunchbase.com/organization/ironbark-asset-management']","['$725,411 USD', 'https://www.dnb.com/business-directory/company-profiles.ironbark_mining_pty_ltd.f669bc4d0d8d1e9a.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/ironbark-asset-management']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.ironbark_mining_pty_ltd.f669bc4d0d8d1e9a.html']",0.25,0.25,0.0,0.0,0.125
NDIS software in australia or newzealand,MYP: Business + community solutions that drive performance,https://home.mypcorp.com/,MYP is the leading business + community management platform with cloud software solutions including CRM  marketing  HR  rostering  digital forms + more. Find out more today!,home.mypcorp,"['11 /8 Metroplex Avenue  Murarrie QLD 4172', 'https://home.mypcorp.com/contact/']","['marketing@mypcorp.com', 'https://home.mypcorp.com/privacy-policy/']","['+61 7 3393 2833', 'https://home.mypcorp.com/privacy-policy/']","['myp myp', 'myp partner', 'myp certified partner', 'myp partner agreement', 'myp partner status', 'myp education partner', 'myp subscribers', 'myp subscriptions', 'myp partner enews', 'myp platinum partner']",None,"['IT - Software, Mining, oil and gas', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for NDIS service providers in australia or newzealand,Intel® Solutions Marketplace,https://marketplace.intel.com/s/,View all offerings and solutions on the Intel® Solutions Marketplace and discover the latest software  components  and other market ready solutions all in one location.,marketplace.intel,"['POTTS POINT2011New South WalesAustralia', 'https://opencorporates.com/companies/au/627919153']",None,"['+61 1300 363 018', 'https://www.crunchbase.com/organization/intel-australia']",None,"[['Shauna Fitzmorris ', 'Santa Monica_ California ..._LinkedIn'], 'from linkedin search google']","[['ComputerCRMHardwareInformation TechnologyManufacturingSoftware'], 'https://www.crunchbase.com/organization/intel-australia']","['1968', 'https://www.crunchbase.com/organization/intel-australia']",None,None,"[' North Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/intel-australia']",None,"['Private', 'https://www.crunchbase.com/organization/intel-australia']",0.0,0.0,0.0,0.0,0.0
NDIS software in australia or newzealand,Macarthur Disability Services,https://www.mdservices.com.au/,NDIS Services                  5,mdservices,"['Level  8 138 Queen Street Campbelltown NSW 2560', 'https://www.mdservices.com.au/contact-us/']","['cps@mdservices.com.au', 'https://www.mdservices.com.au/services/ndis-services/complete-property-services/']","['+61 2 4628 4006', 'https://www.mdservices.com.au/contact-us/']","['ndis supports', 'mds support worker', 'mds services', 'mds social', 'support groups', 'mds', 'staff support', 'supports', 'support coordination', 'more information contact mds']","[['Justin Logo ', 'HRM_Allterrain Services Group'], 'from linkedin search google']","['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
NDIS software in australia or newzealand,Wrap Around Kids: Ndis Software Program In Victoria | Buy ...,https://wraparoundkids.com.au/,Are you looking for a NDIS specific product that is well established? Wrap Around Kids provide the Ndis Support Coordination Software in Victoria. For details contact us now!_Wrap Around Kids™ is an award-winning  Australian program designed to address the growing incidence of kids who don’t fit in with today’s classroom environment. It’s designed to provide teachers with practical classroom strategies for managing different learning styles and behaviors.,wraparoundkids,None,"['newsletter@disabilityservicesconsulting.com.au', 'https://wraparoundkids.com.au/blogs/index.php/2019/11/26/assistive-technology/']",None,"['community services', 'low service internet areas', 'school fees', 'improving school', 'services', 'schools', 'service business', 'formal services', 'family', 'wraparound plans']","[['Jude Foster ', 'Director Clinical Excellence and ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Software for NDIS service providers in australia or newzealand,Home | Fit Clinic | Rehabilitation Training | Work-Related Injuries,https://fitclinic.com.au/,Exercise Physiology & Fitness Facility - Health fund  Medicare & WorkCover accredited gym and health facility.,fitclinic,"['15 /2 Ash Rd, Prestons NSW 2170', 'https://fitclinic.com.au/contact-us/']","['hello@fitclinic.com.au', 'https://fitclinic.com.au/contact-us/']","['1300 397 497', ['Fit Clinic, phone', 'knowledge_panel']]","['fit clinic exercise physiologists', 'health exercise rehabilitation', 'other exercises', 'specific exercises', 'exercise physiologist', 'better exercises', 'exercise sessions', 'specific lower back exercises', 'great exercises', 'functional exercise']",None,"['Healthcare, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
NDIS claim payment software in australia or newzealand,AMD Partners | Property Buyer's Agents operating Australia ...,https://amdpartners.com.au/,We are Buyer's Agents. We work on behalf of property buyers. We aim to provide our clients with the right property at the right time  and at the best price.,amdpartners,"['Level  1 /18 Main Street, Mittagong NSW 2575', 'https://amdpartners.com.au/']","['ashley@amdpartners.com.au', 'https://amdpartners.com.au/privacy-policy/']","['1300 866 015', 'https://amdpartners.com.au/']","['property investment sales', 'further property investments', 'property', 'property investors', 'property buyers', 'high yield properties', 'purchasing properties', 'new properties', 'property listings', 'property financials']","[['Ashley Southon ', '_Diversification'], 'from linkedin search google']","['Finance and insurance, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
Software for NDIS service providers in australia or newzealand,Laimoon.com: Find remote virtual jobs_ work from home ...,https://jobs.laimoon.com/,Find remote jobs  virtual assistant jobs  work from home or anywhere,jobs.laimoon,None,None,"['+61-4-3-7-9-8-7-4-7', 'https://jobs.laimoon.com/uae/dubai/healthcare,medical']","['logistics supply chain transpo jobs', 'supply chain supply chain management', 'supply chain administrator internship logistic supply chain jobs', 'sales assistant supply chain', 'territory manager logistics operative logistics coordinator part time logistic supply chain jobs', 'laser therapist logistics supply chain transpo jobs', 'logistic supply chain jobs', 'supply chain management', 'supply chain assistant', 'strategic accounts manager logistics supply chain transpo jobs']",None,"['Education, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Disability care software in australia or newzealand,Australasian Society for Intellectual Disability,https://www.asid.asn.au/,6 Great reasons to join ASID. Strong  active local and national communities; Annual conferences featuring leading international speakers; Local conferences  ...,asid.asn.au,"['09 974 9600 (NZ)  Via Post  228 Liverpool Street, HOBART TASMANIA 7000', 'https://www.asid.asn.au/about/contact_us']","['sales@aseit.com.au', 'https://www.crunchbase.com/organization/ase-networks']","['1800 644 741', 'https://www.asid.asn.au/about/sitemap']","['intellectual disability australasian society', 'intellectual disability services', 'intellectual disability research', 'intellectual disability family', 'intellectual disability site', 'intellectual disability sydney', 'intellectual disability website', 'intellectual disability pages', 'intellectual disability click', 'intellectual disability australasia']","['Andrew Sjoquist', 'founder(s)', 'https://www.crunchbase.com/organization/ase-networks']","[['Web Hosting'], 'https://www.crunchbase.com/organization/ase-networks']","['Jun 12, 2007', 'https://www.crunchbase.com/organization/ase-networks']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/ase-networks']",None,"['Private', 'https://www.crunchbase.com/organization/ase-networks']",0.25,0.25,0.0,0.0,0.125
NDIS claim payment software in australia or newzealand,The Weekly SOURCE: Leading B2B Retirement Living and ...,https://www.theweeklysource.com.au/,Leading B2B weekly news in the retirement living and aged care sectors. Covering the business issues and the people that dominate weekly events.,theweeklysource,"['52 /26-32 Pirrama Rd, Pyrmont NSW 2009', 'https://www.theweeklysource.com.au/silos/information-technology/']","['michael.lusis@eevi.life', 'https://www.theweeklysource.com.au/the-village-tech-solution-loved-by-residents-and-village-marketers/']","['+612 9555 9576', 'https://www.theweeklysource.com.au/federal-government-still-propping-up-vacant-aged-care-home-in-regional-victoria-at-a-cost-of-56k-a-month/']","['aged care residents', 'aged care homes', 'aged care operator', 'aged care providers', 'new aged care developments', 'aged care facilities', 'aged care staff', 'aged care sector', 'residential aged care', 'home care operator']","[['Tracey Burton', 'Managing_Director'], 'https://www.theweeklysource.com.au/tracey-burton-appointed-head-uniting-nsw-act-executive-director/']","['Utilities, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Community care software in australia or newzealand,Telstra Health,https://www.telstrahealth.com/,Telstra Health is Australia's largest health software and technology company · A ...,telstrahealth,"['L 3 222 Lonsdale St Melbourne, VICTORIA, 3000 Australia', 'https://www.dnb.com/business-directory/company-profiles.telstra_health_pty_ltd.d53fcd4570549dbee86605a4d99a31cc.html']","['servicedesk@health.telstra.com', 'https://www.telstrahealth.com/content/telstrahealth/en/privacy-policy.html']","['1800 432 584', 'https://www.telstrahealth.com/content/telstrahealth/en/home/media-and-events/medtasker-roll-out-at-royal-hobart-hospital.html']","['telstra health virtual health monitoring', 'telstra health', 'aged care providers', 'population health virtual health monitoring', 'aged care services', 'residential aged care providers', 'care providers', 'telstra health virtual clinical services', 'telstra health customers', 'telstra health board']","[['Professor Christine Bennett AO', 'Managing_Director'], 'https://www.telstrahealth.com/home.html']","['IT - Software, Healthcare', 'from_classification_model']",None,"['$1.42 billion USD', 'https://www.dnb.com/business-directory/company-profiles.telstra_health_pty_ltd.d53fcd4570549dbee86605a4d99a31cc.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.telstra_health_pty_ltd.d53fcd4570549dbee86605a4d99a31cc.html']",0.0,0.375,0.375,0.0,0.1875
Care management software in australia or newzealand,Orion Health Global | From Population Health Management to ...,https://orionhealth.com/,Orion Health is a global healthcare platform advancing Population Health Management and Precision Medicine solutions in the health community.,orionhealth,"['2 Hazeldean Road Addington Christchurch, 8024 New Zealand', 'https://orionhealth.com/global/about-us/contact-an-expert/']","['support@orionhealth.com', 'https://supporttracker.orionhealth.com/idp/profile/SAML2/Unsolicited/SSO;jsessionid=EE3DC5DD95C9B2EFB34ECB7F52402723?execution=e1s1']","['+64 9 638 0600', 'https://orionhealth.com/global/about-us/contact-an-expert/']","['orion health technology', 'orion health clinical', 'health care', 'orion health functionality', 'orion health group', 'orion health implementations', 'orion health rhapsody', 'orion health login', 'articles orion health', 'tr orion health']","[['Ian McCrae', 'CEO'], 'https://en.wikipedia.org/wiki/Orion_Health']","[['Health CareInformation TechnologySoftware'], 'https://www.crunchbase.com/organization/orion-health']","['1993', 'https://www.crunchbase.com/organization/orion-health']","['$125.43 million USD', 'https://www.dnb.com/business-directory/company-profiles.orion_health_group_limited.b13046d569beedd0243eced882ced4f3.html']",None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/orion-health']",None,"['Public', 'https://www.crunchbase.com/organization/orion-health']",0.25,0.25,0.5625,0.0,0.265625
Disability care software in australia or newzealand,Novari Health: Healthcare Software_ Medical Software ...,https://www.novarihealth.com.au/,Our healthcare software electronically manages the complete patient journey and transitions of care. Improve patient access to care with Novari Health.,novarihealth,"['Level  36 Governor Phillip Tower 1 Farrer Place Sydney NSW 2000 Australia', 'https://www.novarihealth.com.au/personal-health-information/']","['contact@novarihealth.com', 'https://www.novarihealth.com.au/']","['+61 (0)2 8823 3306', 'https://www.novarihealth.com.au/']","['novari health novari evisit', 'novari novari health wins microsoft', 'novari health', 'novari health novari medical imaging requisition management', 'novari health technology', 'joins novari health novari medical imaging requisition management', 'president novari health', 'novari health erequest', 'lhin novari health', 'novari health designs']",None,"['Healthcare, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Care management software in australia or newzealand,About Tactiv | Our Company and Creator of Enquire,https://tactiv.net/company-info/,Tactiv is the company and creator behind Enquire  our industry leading grant  contract and impact reporting software. Tactiv is a trusted technical partner to Government Agencies  Foundations  NGOs and Local Councils.,tactiv.net,"['Level  6 , The Hub, 200 Adelaide Street Brisbane QLD 4000 Australia', 'https://tactiv.net']","['admin@tactiv.net', 'https://tactiv.net/privacy-policy/']","['+61 7 3846 1555', 'https://tactiv.net/enquires-grant-project-performance-reporting-faq/']","['enquire grant program managers', 'enquire contract management', 'enquire grant management software grant managers', 'grant program management', 'data enquire clients', 'enquire project portfolio management software', 'enquire contract', 'comprehensive business process lifecycle management enquire', 'enquire program managers', 'grant application management']","[['Simon Warner', 'Chairman'], 'https://au.linkedin.com/in/simonwarner1']","['IT - Software, Finance and insurance', 'from_classification_model']","['18 October 2011', 'https://opencorporates.com/companies/au/153807464']",None,None,"['Australia', 'https://opencorporates.com/companies/au/153807464']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/153807464']",0.25,0.25,0.0,0.0,0.125
Home care software in australia or newzealand,Corporate Care: Workplace Flu Vaccinations in Australia and ...,https://corporatecare.com.au/,We are a leading Flu Vaccination provider lead by Healthcare professionals. We organise paperless workplace flu shot programs - 1300 79 74 10,corporatecare,"['Level  6 , 99 York Street Sydney, NSW 2000 Australia', 'https://corporatecare.com.au/about-us/privacy-statement/']",None,"['+61 1300 79 74 10', 'https://corporatecare.com.au/flu-vaccination/flu-vaccination-new-zealand/']","['onsite flu vaccinations flu vaccine', 'employee flu vaccination', 'corporate flu vaccinations', 'flu vaccination services', 'corporate flu vaccination services', 'flu vaccination programs', 'corporate flu vaccination programs', 'flu voucher employee flu vaccination', 'workplace flu vaccination', 'company flu vaccinations']","[['Qun ZHOU', ' director'], 'https://opencorporates.com/companies/nz/1896714']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['18 December 2006', 'https://opencorporates.com/companies/nz/1896714']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1896714']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/1896714']",0.25,0.25,0.0,0.0,0.125
Community care software in australia or newzealand,Datacom: Home,http://datacomgroup.net/,Datacom designs  builds and runs IT systems and process for business.,datacomgroup.net,"['1 Julius Ave North Ryde, New South Wales, 2113 Australia', 'https://app.avention.com/company/a1355c9b-9fe9-32b6-af39-c43febd260f5#report/company_summary']","['info@datacom.com.au', 'https://www.crunchbase.com/organization/datacom']","['+64 4 460 1500', 'https://www.datacomgroup.net/Contact/Wellington.aspx']","['datacom newsroom datacom', 'datacom services', 'datacom group gdpr statement datacom', 'datacom customers', 'datacom staff', 'datacom', 'ko datacom te', 'datacom employees', 'datacom partners', 'datacom group']","[['Greg Davidson', 'CEO'], 'http://datacomgroup.net/About-Us/Our-News/Datacom-Group-Leadership-Appointments-and-New-Orga.aspx']","[['AppsInformation Technology'], 'https://www.crunchbase.com/organization/datacom']","['1965', 'https://www.crunchbase.com/organization/datacom']","['778M', 'https://app.avention.com/company/a1355c9b-9fe9-32b6-af39-c43febd260f5#report/company_summary']",None,"[' Wellington, Wellington, New Zealand', 'https://www.crunchbase.com/organization/datacom']","['500', 'https://app.avention.com/company/a1355c9b-9fe9-32b6-af39-c43febd260f5#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/datacom']",0.375,0.25,0.5,0.0,0.28125
