search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Dental clinic software in australia or newzealand,Fresh Dental Care: Dentist - Coffs Harbour_ Grafton_ Macksville,https://www.freshdentalcare.com.au/,//www.freshdentalcare.com.au/wp-content/uploads/ ... Fresh Dental Care values and encourages innovative processes which allow us to improve the oral health ...,freshdentalcare,"['1 Princess Street Maksville, NSW 2447', 'https://www.freshdentalcare.com.au/contact/']",None,"['1300 363 992', 'https://www.freshdentalcare.com.au/privacy-policy/']","['tooth', 'problem teeth', 'dental treatment', 'other teeth', 'fresh dental care grafton', 'tooth pain', 'wisdom teeth', 'older teeth', 'numerous fresh dental care', 'fresh dental care values']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Great Dental Websites Australia,https://www.greatdentalwebsites.com.au/,... Town community – which we know a lot of you are also here in Australia and New ... When you team with Great Dental Websites and Prime Practice  you'll be ...,greatdentalwebsites,"['Suite 1 59-75 Grafton Street Bondi Junction NSW 2022 Australia', 'https://www.greatdentalwebsites.com.au/marketing-2/']","['support@greatprofessionalwebsites.com', 'https://www.greatdentalwebsites.com.au/privacy-policy/']","['+61 2 8935 0631', 'https://www.greatdentalwebsites.com.au/2017/09/12/livesites/']","['dental website', 'great dental websites', 'website content', 'more new patients', 'websites', 'new patients', 'quality websites', 'potential new patients', 'such other website', 'service patients']","[['Analiese Kovisto ', 'Marketing Director_Great ...'], 'from linkedin search google']","['Healthcare, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,The Specialist Paediatric Dental Practice,http://www.specialistpdp.com.au/,Welcome to the new-and-improved internet home of The Specialist Paediatric Dental Practice. We offer a full range of specialist dental services for infants  ...,specialistpdp,"['Suite  104 , Level 1 22 Clarke Street Crows Nest NSW 2065', 'http://www.specialistpdp.com.au/contact-us/']","['info@specialistpdp.com.au', 'http://www.specialistpdp.com.au/contact-us/']","['+612 9194 4610', 'http://www.specialistpdp.com.au/contact-us/']","['teeth', 'adult teeth', 'permanent teeth', 'tooth decay', 'healthy teeth', 'primary teeth', 'first primary tooth', 'new teeth', 'tooth brushing', 'crooked teeth']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Ryder-Cheshire Australia - for the relief of suffering,https://ryder-cheshire.org/,Ryder-Cheshire Australia - working for the relief of suffering in India  Timor-Leste and Australia.,ryder-cheshire,"['PO Box 51 Glen Iris, Victoria 3146', 'https://ryder-cheshire.org/contact/']","['peter.newton@ryder-cheshire.org', 'https://ryder-cheshire.org/the-launch-of-peter-newtons-book-klibur-domin-sharing-with-love/']","['+618 8725 5510', 'https://ryder-cheshire.org/contact/']","['klibur domin klibur domin newsletters', 'klibur domin categories klibur domin residence', 'ballarat ryder cheshire', 'ryder cheshire australia', 'ryder cheshire', 'ryder cheshire foundation', 'klibur domin staff', 'raphael ryder cheshire international centre other', 'klibur domin crowdfunding raphael newsletters', 'klibur domin']","[['DIANE MCEWAN', 'Secretary'], 'https://www.dnb.com/business-directory/company-profiles.the_ryder_cheshire_foundation_of_south_australia_inc.2786f27a22492b4f59b38d71345b329d.html']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']",None,"['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.the_ryder_cheshire_foundation_of_south_australia_inc.2786f27a22492b4f59b38d71345b329d.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_ryder_cheshire_foundation_of_south_australia_inc.2786f27a22492b4f59b38d71345b329d.html']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Bupa | Health & Care,https://www.bupa.com.au/,At Bupa we're always looking for more ways to care for you. We offer quality insurance  aged care and a network of dental  optical  hearing and therapy services.,bupa,"['4463 , Melbourne, VIC 8060', 'https://www.bupa.com.au/health-insurance/understanding-your-health-cover/faqs']","['oshc@bupa.com.au', 'https://www.bupa.com.au/health-insurance/understanding-your-health-cover/faqs']","['+61 3 9487 6400', 'https://www.bupa.com.au/medical-gap-scheme']","['bupa cover', 'bupa agreement hospitals', 'bupa hospital cover', 'health insurance cover', 'health cover', 'bupa health insurance', 'hospital medical services', 'bupa hospital cover options', 'bupa australia', 'bupa pays']","[['Hisham El-Ansary', 'CEO'], 'https://www.bupa.com.au/about-us/leadership-team']","['Healthcare, Finance and insurance', 'from_classification_model']","['11 June 1998', 'https://opencorporates.com/companies/au/082931744']","['$305,707 USD', 'https://www.dnb.com/business-directory/company-profiles.bupa.02c6400b95f55309602214eefcda5a4d.html']",None,"['Australia', 'https://opencorporates.com/companies/au/082931744']",None,"['Branch', 'https://www.dnb.com/business-directory/company-profiles.bupa.02c6400b95f55309602214eefcda5a4d.html']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Centaur Software: Dental Practice Management Software,https://www.centaursoftware.com.au/,Streamline your operations  increase your ROI and manage your dental clinic with ease using Australia's favourite dental practice management software.,centaursoftware,"['PO Box 2313 Strawberry Hills NSW 2012 Australia', 'https://www.centaursoftware.com.au/contact-us/']",None,"['+61 2 9213 5000', 'https://www.centaursoftware.com.au/unauthorised-offers-of-consulting-from-non-dental4windows-centaur-companies/']","['dental practice management software', 'dental practices', 'australian dental practices', 'leading dental practice software', 'dental practice management', 'many dental practices', 'dental practice management systems', 'many other dental practice management software', 'dental practice management solution', 'dental practice operations']",None,"['IT - Software, Construction', 'from_classification_model']","['29 September 1992', 'https://opencorporates.com/companies/au/057620390']",None,None,"['Australia', 'https://opencorporates.com/companies/au/057620390']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/057620390']",0.25,0.25,0.0,0.0,0.125
Software for dentists in australia or newzealand,Optimum Dental Posture,https://optimumdentalposture.com/,Optimum Dental Posture specializes in the recovery and prevention of work related injuries in the dental profession. Incorporating the Inner Ergonomic principles ...,optimumdentalposture,"['07 )\xa03256 0155 The Back School 19 Ellen St, Albion, QLD 4010', 'https://optimumdentalposture.com/dr-aniko-ball']","['atbendigo@gmail.com', 'https://optimumdentalposture.com/dr-aniko-ball']","['+61 (0)401 495 836', 'https://optimumdentalposture.com/dr-aniko-ball']","['alexander technique teachers', 'optimum dental posture training', 'optimum dental posture training programs', 'alexander technique', 'optimum dental posture trainers', 'alexander technique co', 'optimum dental posture workshops', 'active rest optimum dental posture', 'alexander teacher', 'dental posture']","[['ANIKO BALL', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.aniko_ball.154d33a140c44491652b1d8fc7f33d15.html']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,"['$83,464 USD', 'https://www.dnb.com/business-directory/company-profiles.aniko_ball.154d33a140c44491652b1d8fc7f33d15.html']",None,None,None,"['Sole\xa0Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.aniko_ball.154d33a140c44491652b1d8fc7f33d15.html']",0.25,0.25,0.0,0.0,0.125
Software for dentists in australia or newzealand,BRENER IMPLANT INSTITUTE (Bii) Sydney (North Sydney ...,https://www.brenerinstitute.com.au/,Brener Implant Institute (Bii) in North Sydney  Sydney  Australia  is the leader in dental implant  bone grafting and prosthodontic education. Bii implantogy ...,brenerinstitute,"['161 WALKER STREET NORTH SYDNEY, NEW SOUTH WALES, 2060 Australia', 'https://www.dnb.com/business-directory/company-profiles.brener_institute_pty_ltd.28392fa1f3439804.html']",None,"['1300 65 88 22', 'https://www.brenerinstitute.com.au/events.html']","['implant treatment planning implant restorations', 'surgical implant treatment', 'implant surgical procedures', 'implant treatment', 'implant prosthetic treatment', 'bii dental implant programs', 'implant treatment planning', 'implant surgery', 'dental implant training courses', 'surgical implant skills']","[['Dan Brener', 'founder'], 'https://hartwelldentistry.com.au/advanced-technology/why-dr-dana-horng-chose-the-brener-institute/']","['Healthcare, Education', 'from_classification_model']",None,"['$1.03 million USD', 'https://www.dnb.com/business-directory/company-profiles.brener_institute_pty_ltd.28392fa1f3439804.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.brener_institute_pty_ltd.28392fa1f3439804.html']",0.75,0.25,0.75,0.0,0.4375
Dental practice management platform in australia or newzealand,Dental Practice Management Software | Henry Schein One ...,http://viz.co.nz/,Region: Australia · New Zealand · Partners · Careers · Talk to an Expert; Portal Login. How We Can Help. Free Health Check · Complimentary Business Review.,viz,"['3 /39 Railway Road, Blackburn, Melbourne, VIC 3130', 'http://viz.co.nz/']","['exact@henryscheinone.com.au', 'http://viz.co.nz/support/']","['1300 658 822', 'http://viz.co.nz/contact-us/']","['dental practice management', 'dental practice management software', 'dental practice data', 'many dental practices', 'other dental practices', 'risk dental practices', 'dental practice owners', 'most dental practices', 'affordable dental practice management software', 'leading dental practice management software provider henry schein']","[['Chris Donald', 'founder'], 'https://www.bbc.com/news/uk-england-tyne-34999573']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,Welcome to Race Dental,http://www.racedental.co.nz/,In 2017  Race Dental continues to expand  opening a fully digital production  ... in Auckland to locally manufacture and better service the New Zealand market.,racedental,"['20 -24 Crummer Road, Grey Lynn Auckland 1021 New Zealand', 'http://www.racedental.co.nz/contact-us']","['pickups@racedental.com.au', 'http://www.racedental.co.nz/news-archive/free-pickups-australia-wide']","['1300 722 352', ['Race Dental, phone', 'knowledge_panel']]","['race dental laboratory', 'email race dental laboratory', 'address race dental laboratory', 'conditions race dental laboratory', 'race dental laboratory new zealand', 'michael cantor race dental laboratory', 'race dental laboratories', 'dental laboratory', 'implant solutions race dental', 'twin block upper race dental laboratory']","[['John Leonard Race', 'CEO'], 'https://www.racedental.com.au/about-us']","['Healthcare, Manufacturing', 'from_classification_model']","['12 June 1974', 'https://opencorporates.com/companies/au/001238633']","['$2.71 million USD', 'https://www.dnb.com/business-directory/company-profiles.osseo_dental_pty_ltd.e99cd058143af22318de0eb1e26a4a39.html']",None,"['Australia', 'https://opencorporates.com/companies/au/001238633']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.osseo_dental_pty_ltd.e99cd058143af22318de0eb1e26a4a39.html']",0.25,0.375,0.0,0.0,0.15625
Dental office management software in australia or newzealand,SICC10 | 16 - 19 Dec 2018,https://sicc10.org/,THANK YOU FOR ATTENDING SICC10. The 10th Singapore International Chemistry Conference (SICC-10) is jointly ... Email: scientific-chair@sicc10.org.,sicc10,None,"['contact@sicc10.org', 'https://sicc10.org/speakers/plenary/']",None,"['national university', 'university', 'moscow state university prof michael gottfried', 'kyoto university institute', 'nanjing university', 'usa university', 'kyoto university', 'national seoul university', 'university town', 'peking university']",None,"['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management software in australia or newzealand,RANZCR: Home,https://www.ranzcr.com/,RANZCR drives optimum health outcomes by leading  training and sustaining our professionals in radiation oncology and clinical radiology. More about the ...,ranzcr,"['Level  9 , 51 Druitt Street Sydney NSW 2000 Australia', 'https://www.ranzcr.com/']","['events@ranzcr.edu.au', 'https://www.ranzcr.com/whats-on/events/faculty-forum-radiation-oncology']","['+61 2 9802 2074', 'https://www.ranzcr.com/college/member-rewards']",None,"[['Dennis Sean GEOGHEGAN', ' director'], 'https://opencorporates.com/companies/nz/7394276']","['Healthcare, Education', 'from_classification_model']","['10 April 2019', 'https://opencorporates.com/companies/nz/7394276']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/7394276']",None,"['Overseas ASIC Company', 'https://opencorporates.com/companies/nz/7394276']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Business Software & Solutions | MYOB Australia,https://www.myob.com/au,Over a million businesses trust MYOB business software. For Aussies by Aussies. MYOB is designed locally  for local businesses  working with the ATO so ...,myob,"['Level  3 , 235 Springvale Road, Glen Waverley VIC 3150', 'https://www.myob.com/au/legal-disclaimer']","['lia.pacquola@myob.com', 'https://www.myob.com/au/about/media-enquiries']","['+61 8 6465 9899', 'https://www.myob.com/au/apps/products/easeesell']","['myob myob invoices', 'myob portal myob', 'myob myob invoices app', 'myob see myob advisor', 'myob myob practice federal budget', 'bigger business news myob', 'myob accountright software', 'myob accountright', 'myob payby myob banklink accounting practices', 'myob products']","[['Greg Ellis', 'CEO'], 'https://au.linkedin.com/in/gellis']","['Finance and insurance, IT - Software', 'from_classification_model']","[' 9 August 2011', 'https://opencorporates.com/companies/au/152571367']","['$273.03 million USD', 'https://www.dnb.com/business-directory/company-profiles.myob_australia_pty_ltd.8d9d7b9fbb3a9ba5.html']",None,"['Australia', 'https://opencorporates.com/companies/au/152571367']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.myob_australia_pty_ltd.8d9d7b9fbb3a9ba5.html']",0.25,0.25,0.375,0.0,0.21875
Dental management software in australia or newzealand,GetApp,https://www.getapp.co.nz/,... small business software. GetApp has software offers  SaaS and Cloud Apps  independent evaluations and reviews. ... info@getapp.co.nz. Select your country:,getapp,None,None,None,"['user reviews agile project management', 'software user reviews', 'software reviews', 'project team', 'easy user reviews', 'team information', 'submitted user reviews', 'other information', 'software users', 'user reviews']","[['Bane Hunter', 'CEO'], 'https://www.getswift.co/team/']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management software in australia or newzealand,Tyro: EFTPOS machines_ Loans_ Bank Account & eCommerce ...,https://www.tyro.com/,Mobile portable EFTPOS machines  Loans  Bank Account  & eCommerce to stay on top of your business. Efficient mobile business banking at your fingertips.,tyro,"['L 1 155 Clarence St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.tyro_payments_limited.ee0a13e3ed670665bf46ba7e78da8ce2.html']","['privacy@tyro.com', 'https://www.tyro.com/privacy-policy/']","['+61 2 8907 1750', 'https://www.tyro.com/privacy-policy/']","['tyro tyro', 'tyro payments tyro', 'tyro eftpos tyro', 'tyro status tyro', 'tyro payments', 'tyro business bank account', 'smes tyro payments', 'bank tyro', 'tyro eftpos', 'payments conference tyro business banking']","[['PAUL GORDON RICKARD', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.tyro_payments_limited.ee0a13e3ed670665bf46ba7e78da8ce2.html']","['Finance and insurance, Real estate', 'from_classification_model']",None,"['$131.43 million USD', 'https://www.dnb.com/business-directory/company-profiles.tyro_payments_limited.ee0a13e3ed670665bf46ba7e78da8ce2.html']",None,None,"['0', 'https://www.owler.com/company/tyro']","['Public\xa0Limited\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.tyro_payments_limited.ee0a13e3ed670665bf46ba7e78da8ce2.html']",0.75,0.25,0.75,0.0,0.4375
Dental practice management platform in australia or newzealand,Cloudtango: World's largest MSP directory,https://www.cloudtango.org/,Load more. © Cloudtango.org  all rights reserved - Privacy - Contact - What is an MSP - Data Reports - Twitter - Cybertango.,cloudtango,None,"['sales@mycompany.com', 'https://www.cloudtango.org/providers/get-listed/']","['1300 23 28 23', 'https://www.cloudtango.org/providers/3064/data3-limited']","['it managed services', 'ook de snelheid van de', 'van de firewall van', 'premium managed it services', 'de performance van de installateurs', '#it consulting', 'managed it service providers', 'premium it services', 'it managed service', 'op het vlak van it']","[['Stijn Gors ', 'Project Manager_DXC Technology'], 'from linkedin search google']","['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Dental practice management system in australia or newzealand,Standards Online (SOL) - SAI Global,https://www.saiglobal.com/online/,Your Last Name and Location are now mandatory to access the platform  simply enter the details in field (e.g. Smith/Perth). Forgot your password? Click here to ...,saiglobal,"['680 George\xa0St, Sydney NSW 2000 GPO Box 5420, SYDNEY NSW 2001', 'https://www.saiglobal.com/property/AboutUs/ContactUs/']","['bankwest.bookings@saiglobal.com', 'https://www.saiglobal.com/property/AboutUs/ContactUs/']","['1300 788 918', 'https://www.saiglobal.com/property/AboutUs/ContactUs/']",None,"[['Peter Granat', 'CEO'], 'https://www.saiglobal.com/hub/sai-global-newsroom/sai-global-ceo-announced-as-peter-granat']","['IT - Software, Finance and insurance', 'from_classification_model']","['13 December 1990', 'https://opencorporates.com/companies/au/050611642']","['$298.10 million USD', 'https://www.dnb.com/business-directory/company-profiles.sai_global_pty_limited.49729aea53151fd3.html']",None,"['Australia', 'https://opencorporates.com/companies/au/050611642']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.sai_global_pty_limited.49729aea53151fd3.html']",0.625,0.25,0.375,0.0,0.3125
Dental clinic software in australia or newzealand,Riken Dental: Home,https://www.rikendental.com.au/,Welcome to Riken Dental! We are a dental practice located in the Adelaide CBD offering quality  stress-free dentistry services.,rikendental,"['22 King William Street Adelaide SA 5000', 'https://www.rikendental.com.au']","['reception@rikendental.com.au', 'https://www.rikendental.com.au/covid-19-response/']","['1300 363 992', 'https://www.rikendental.com.au/privacy-policy/']","['teeth whitening treatments', 'dental implants replacement teeth', 'teeth', 'tooth roots', 'tooth loss', 'tooth replacement', 'tooth decay', 'natural teeth', 'tooth structure', 'teeth bleaching services']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental clinic software in australia or newzealand,Kings Dental | Dr Jeremy Keating | Dentist in Subiaco,https://www.kingsdental.com.au/,Welcome to Kings Dental. For over 50 ... Kings Dental has a tradition of excellence in dentistry  stretching back over nearly 50 years. ... info@kingsdental.com.au ...,kingsdental,"['11 Kings Road,  Subiaco, Perth, WA 6008', 'https://www.kingsdental.com.au']","['info@kingsdental.com.au', 'https://www.kingsdental.com.au']","['+641001763606', 'https://www.kingsdental.com.au/blog']","['dental treatment', 'cosmetic dental treatments', 'dental sleep appliance treatment', 'simple dental hygiene treatments', 'private dental treatment rooms', 'dental patients', 'natural teeth', 'healthy teeth', 'worn teeth', 'tooth decay']","[['Hewitt John HAY', ' director'], 'https://opencorporates.com/companies/nz/626629']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['26 April 1994', 'https://opencorporates.com/companies/nz/626629']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/626629']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/626629']",0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,Australian and New Zealand College of Veterinary Scientists,https://www.anzcvs.org.au/,Welcome. The Australian and New Zealand College of Veterinary Scientists (ANZCVS) seeks to serve the veterinary profession and reward excellence.,anzcvs,"['3 , 2404 Logan Road,  Eight Mile Plains, QLD 4113', 'https://www.anzcvs.org.au/membership-examinations-2018/']","['wayne.ricketts@vetcouncil.org.nz', 'https://www.anzcvs.org.au/christchurch-member-social/']","['+61 7 3423 2016', 'https://www.anzcvs.org.au/covid-19-update/']","['veterinary medicine medicine', 'college convocation dr', 'anz college members', 'college membership', 'small animal veterinary association', 'veterinary pharmacology chapter', 'veterinary emergency medicine', 'anzcvs veterinary public health chapter president dr bob biddle', 'anzcvs veterinary public health chapter', 'college council']","[['Shane Klintworth', 'CEO'], 'https://www.anzcvs.org.au/anzcvs-welcomes-new-ceo/']","['Arts, entertainment and recreation, Healthcare', 'from_classification_model']","['26 February 2019', 'https://opencorporates.com/companies/au/631922604']",None,None,"['Australia', 'https://opencorporates.com/companies/au/631922604']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/631922604']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Covetrus Software Services | Solutions for Veterinary Practices,https://softwareservices.covetrus.com/,Explore our veterinary practice management software and learn how we can improve the efficiency and profitability of your business!,softwareservices.covetrus,"['36 Brandl St Eight Mile Plains, QUEENSLAND, 4113 Australia', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']","['privacy@covetrus.com', 'https://softwareservices.covetrus.com/privacy-policy/']","['+6107) 3018 8666', ['Covetrus Software Services Office, phone', 'knowledge_panel']]","['veterinary practices', 'veterinary practice staff', 'veterinary practice partners', 'scil veterinary practices', 'offer veterinary practices', 'practice owners', 'new practice owners', 'practices', 'practice management', 'covetrus products']","[['DAVID CHRISTOPHER DOLLAR', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']","['IT - Software, Finance and insurance', 'from_classification_model']","['28 September 2000', 'https://opencorporates.com/companies/au/094621557']","['$6.82 million USD', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']",None,"['Australia', 'https://opencorporates.com/companies/au/094621557']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']",0.0,0.0,0.0,0.0,0.0
Dental practice management system in australia or newzealand,BioSpace: Biotech_ Pharmaceutical and Clinical Research Jobs,https://www.biospace.com/,The Home of the Life Sciences Industry. Find biotech  clinical research and pharmaceutical jobs from thousands of employers.,biospace,None,"['ajliu@anhearttherapeutics.com', 'https://www.biospace.com/article/releases/anheart-licenses-two-clinical-stage-oncology-candidates-from-daiichi-sankyo/']","['+646-970-4681', 'https://www.biospace.com/article/releases/anheart-licenses-two-clinical-stage-oncology-candidates-from-daiichi-sankyo/']",None,"[['Maria Sorrenti ', 'Senior Clinical Operations Manager_LinkedIn'], 'from linkedin search google']","['Agriculture, Mining, oil and gas', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Software for dental laboratory in australia or newzealand,Ivoclar Vivadent NZ | Ivoclar Vivadent New Zealand,https://www.ivoclarvivadent.co.nz/,Please note that we have limited stocks of PPE. We are dispatching orders received before 3pm on the same day  however please allow extra delivery time for ...,ivoclarvivadent,"['1 - 5 Overseas Drive  P.O. Box 367  Noble Park, Vic 3174 Australia', 'https://www.ivoclarvivadent.co.nz/company/ivoclar-vivadent-group']","['taradaledentallab@gmail.com', 'https://www.ivoclarvivadent.co.nz/company/ivobase-providers']","['+64 7 834 1019', 'https://www.ivoclarvivadent.co.nz/company/bps-laboratories']","['timaru dental lab taradale dental laboratory', 'dental ltd', 'new zealand dental associations', 'new zealand dental art studio ltd', 'ivoclar vivadent products', 'procast dental lab ltd', 'new zealand dental association congress', 'pacific dental lab', 'griffin dental ltd', 'tutanekai street procast dental lab ltd']","[['Christian BRUTZER', ' director'], 'https://opencorporates.com/companies/nz/104588']","['Agriculture, Manufacturing', 'from_classification_model']","[' 6 December 1978', 'https://opencorporates.com/companies/nz/104588']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/104588']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/104588']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Maven Dental: We're the Wellness People | Find a Dentist ...,https://mavendental.com.au/,We know a healthy mouth inspires a happy life. That's why as your local dentist we do more for your mouth. With 105+ dental practices across Australia  we're ...,mavendental,"['50 Cavill Ave Surfers Paradise, QUEENSLAND, 4217 Australia', 'https://www.dnb.com/business-directory/company-profiles.maven_dental_group_pty_ltd.c5c5592db382b5b8.html']",None,"['+61 (07) 5635 2000', 'https://mavendental.com.au/policy/privacy-policy/']","['maven dental practice teams', 'maven dental greenwood dental implants', 'nearby maven dental practice', 'maven dental', 'maven dental sippy downs dental clinic', 'maven dental cairns', 'maven dental clinicians', 'maven dental group', 'maven dental maryborough', 'maven dental windsor']","[['ANDREW RICHARD PURCELL TAPPER', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.maven_dental_group_pty_ltd.c5c5592db382b5b8.html']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,"['$88.51 million USD', 'https://www.dnb.com/business-directory/company-profiles.maven_dental_group_pty_ltd.c5c5592db382b5b8.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.maven_dental_group_pty_ltd.c5c5592db382b5b8.html']",0.75,0.25,0.0,0.0,0.25
Dental practice management software in australia or newzealand,HCF health insurance | Your health comes first | HCF,https://www.hcf.com.au/,HCF is Australia's largest not-for-profit health fund. See our range of cover to find insurance that suits your needs and budget.,hcf,"['403 George St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.h_c_f_life_insurance_company_pty_ltd.83c177a10ed2a75fabee61fa94281877.html']","['fficer@hcf.com.au', 'https://www.hcf.com.au/about-us/about-HCF/governance-and-structure/policies/privacy-policy']","['+61 3 8523 2777', 'https://www.hcf.com.au/insurance/travel']",None,"[['Sheena Jack', 'CEO'], 'https://www.hcf.com.au/about-us/media-centre/media-releases/2017/sheena-jack-appointed-as-new-HCF-chief-executive-officer']","['Healthcare, Education', 'from_classification_model']","['17 April 2015', 'https://opencorporates.com/companies/au/605335840']","['$32.00 million USD', 'https://www.dnb.com/business-directory/company-profiles.h_c_f_life_insurance_company_pty_ltd.83c177a10ed2a75fabee61fa94281877.html']",None,"['Australia', 'https://opencorporates.com/companies/au/605335840']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.h_c_f_life_insurance_company_pty_ltd.83c177a10ed2a75fabee61fa94281877.html']",0.375,0.25,0.375,0.0,0.25
Dental management software in australia or newzealand,Zedmed - Australia's Leading Practice Management Software,https://www.zedmed.com.au/,Zedmed - Australia's leading medical practice management application. Zedmed is powerful  full-featured and easy to use  and is designed to support and ...,zedmed,"['20 Trenerry Crescent, Abbotsford VIC 3067', 'https://www.zedmed.com.au/index.php/partners/erx-script-exchange']","['privacy@zedmed.com.au', 'https://www.zedmed.com.au/privacy-policy']","['1300 933 000', ['Zedmed, phone', 'knowledge_panel']]","['zedmed clinical zedmed', 'zedmed zedmed version', 'zedmed zedmed appointments', 'zedmed version', 'upgrading zedmed', 'zedmed office', 'zedmed update', 'surgery zedmed', 'contact zedmed', 'psychology zedmed']","[['James Beaven ', 'Zedmed Medical Software Solutions_LinkedIn'], 'from linkedin search google']","['IT - Software, Education', 'from_classification_model']","['18 October 2019', 'https://opencorporates.com/companies/au/636894847']",None,None,"['Australia', 'https://opencorporates.com/companies/au/636894847']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/636894847']",0.25,0.75,0.0,0.0,0.25
