title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Office Products_ Stationery and Supplies Online | OfficeMax NZ,https://www.officemax.co.nz/,OfficeMax is a one-stop shop offering office supplies  stationery  paper  school supplies and more. Whatever your job or task at hand - let’s get it done!,officemax,"['158 Bush Road, Albany, Auckland 0632', 'https://www.officemax.co.nz/about-us/media-information/kiwi-kids-ready-to-colour-their-classroom']","['media@officemax.co.nz', 'https://www.officemax.co.nz/about-us/media-information']","['0800 426 473', 'https://www.officemax.co.nz/']","['officemax officemax', 'officemax new zealand', 'most officemax new zealand', 'www.maxegrants.co.nz officemax new zealand', 'officemax new zealand limited', 'officemax new zealand general manager', 'officemax new zealand managing director', 'officemax new customer', 'new zealand schools', 'leading stationery supplies company officemax new zealand']","[['Peter Kelly', 'CEO'], 'https://www.winc.com.au/services/about-us/overview/media-centre/']","['Education, Agriculture', 'from_classification_model']","['25 October 1988', 'https://opencorporates.com/companies/nz/412914']","['$120.54 million USD', 'https://www.dnb.com/business-directory/company-profiles.officemax_australia_limited.c4b42895acae7761d6cc8815e6fda7a9.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/412914']",None,"['Public\xa0Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.officemax_australia_limited.c4b42895acae7761d6cc8815e6fda7a9.html']",0.25,0.25,0.25,0.0,0.1875
پارس کــوچ,https://parscoach.com/,با خدمات حرفه ای کوچینگ پیشرفت و تحول را در خودت ایجاد کن. فقط کافیست تصمیم بگیری تا بهترین خود را بسازی در سفر جذاب کوچینگ آینده را امروز ترسیم کن_خدمات کوچینگ فردی و سازمانی_با خدمات حرفه ای کوچینگ پیشرفت و تحول را در خودت ایجاد کن. فقط کافیست تصمیم بگیری تا بهترین خود را بسازی در سفر جذاب کوچینگ آینده را امروز ترسیم کن,parscoach,None,None,None,"['که در پس این تغییر', 'در بهبود و ارتقاع زندگی', 'که مراجعین و دانشجویان', 'است که به فـرد یا گروهی', 'است که یک', 'به بازار معرفی و با رعایت اصول', 'بازهم تاکید میکنم که این اتفاق با آموزش و', 'به بازبینی و بررسی اهداف', 'خود را به', 'و لازم است']",None,"['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Teach Away,https://www.teachaway.com/,Find the best teaching jobs for certified teachers  aspiring teachers or ESL teachers. Get started now._Find the best jobs teaching abroad. Whether you're a certified teacher  ESL instructor or a college graduate  apply to teach abroad with Teach Away and discover where teaching can take you this year!,teachaway,None,"['privacy@teachaway.com', 'https://www.teachaway.com/privacy']",None,"['working teacher licensed teachers', 'english teachers', 'english teaching jobs', 'teaching students', 'international school teaching jobs', 'new english teaching jobs', 'summer teaching jobs', 'many other teaching jobs', 'uk teaching jobs', 'most teaching jobs']","[['Kevin Frey', 'CEO'], 'https://en.wikipedia.org/wiki/Teach_Away']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
AMTIL: Australian Manufacturing Technology Institute Limited,https://amtil.com.au/,AMTIL is the peak national body that represents the interests of manufacturing technology suppliers & users within the precision engineering & advanced manufacturing sector.,amtil,"['Suite  1 , 673 Boronia Road, WANTIRNA, VIC 3152', 'https://amtil.com.au/privacy-policy/']","['ataylor@amtil.com.au', 'https://amtil.com.au/about/staff/']","['+61 3 9993 6924', 'https://amtil.com.au/initiatives/corporate-partnerships/bms/']","['machine tool technology', 'metal machine tools', 'manufacturing technology', 'machine industry', 'metal cutting machine tools', 'metal working machine tools', 'global manufacturing industries', 'machine tool exhibition', 'advanced manufacturing technology', 'digital manufacturing technologies']","[['Shane Infanti', 'CEO'], 'https://au.linkedin.com/in/shane-infanti-6b73806']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']","['29 September 1970', 'https://opencorporates.com/companies/au/004847116']","['$466,000 USD', 'https://www.dnb.com/business-directory/company-profiles.the_design_technology_company_pty_ltd.7a559986ecbdffdfdbaa753e5ad0f199.html']",None,"['Australia', 'https://opencorporates.com/companies/au/004847116']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.the_design_technology_company_pty_ltd.7a559986ecbdffdfdbaa753e5ad0f199.html']",0.625,0.25,0.375,0.0,0.3125
Quick Fix Centre,https://quickfixcentre.com/,,quickfixcentre,"['Rosemount Ct, Eleebana NSW 2282', ['Quickfix.Technology, address', 'knowledge_panel']]","['info@quickfixcentre.com', 'https://quickfixcentre.com/terms-and-conditions-of-use/']",None,"['cas de perte de données', 'ou de', 'de la livraison', 'galaxy s8 plus samsung galaxy s8+', 'la réception de l’appareil', 'le client de la description', 'galaxy s8 galaxy note', 'de l’appareil', 'la perte de profits', 'le séjour de l’appareil']",None,"['Healthcare, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Drake Safety - Sustainable Safety Solutions,https://www.drakesafety.com.au/,At Drake Safety we provide professional safety solutions to ensure your peace of mind.,drakesafety,None,"['sfletcher@au.drakeintl.com', 'https://www.drakesafety.com.au/about-us/drake-safety-team/']","['+61426 559 716', 'https://www.drakesafety.com.au/about-us/drake-safety-team/']","['other drake safety products', 'drake safety terms', 'drake safety personnel', 'officer drake safety', 'drake safety solutions', 'verfications drake safety', 'corporations drake safety', 'online whs inductions drake', 'whs', 'whs policies']",None,"['IT - Software, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
myosh365 – safety for small business,https://myosh365.com/,,myosh365,"['8/7 Hector St W, Osborne Park WA 6017', ['myosh365, address', 'knowledge_panel']]","['support@myosh.com', 'https://myosh365.com/terms-and-conditions/']","['1300 469 674', 'https://myosh365.com/contact/']","['myosh365 may', 'myosh365 staff', 'limitation myosh365', 'myosh365 mobile', 'myosh365 terms', 'i. myosh365', 'myosh365 subscribers', 'myosh365 forum', 'spotting hazards myosh365', 'visit myosh365 website']",None,"['IT - Software, Transport', 'from_classification_model']",None,"['$232,584 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_am_trust__the_trustee_for_fm_trust.1ac7360e476aba33a30c0ec170c2e0e3.html']",None,None,None,"['Partnership Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_am_trust__the_trustee_for_fm_trust.1ac7360e476aba33a30c0ec170c2e0e3.html']",0.75,0.25,0.0,0.0,0.25
Maths and English Learning Programme | Kumon Australia,https://au.kumonglobal.com/,Let Kumon help your children reach their potential through our English & Math enrichment classes in Australia. Please visit our website to learn more.__Let Kumon help your children reach their potential through our English & Math enrichment classes in Australia. Please visit our website to learn more.,au.kumonglobal,"['Level 14, 799 Pacific Highway, Chatswood, NSW 2067 Australia', 'https://au.kumonglobal.com/kumon-summer-giveaway/']","['kumonwarner@gmail.com', 'https://au.kumonglobal.com/kumon-maths-and-english-comes-to-warner-queensland/']","['+61 02 9467 2260', 'https://au.kumonglobal.com/privacy-policy/']","['kumon education centre kumon', 'kumon wollert education centre kumon centres', 'kumon students', 'kumon mordialloc education centre kumon florey education centre', 'former kumon student', 'centre kumon', 'nurture kumon students', 'kumon education', 'kumon study', 'kumon english']","[['YUKIO HAYASHI', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.kumon_(australia)_pty_ltd.5024ea2adf0eb1dd023072106d254064.html']","['Education, Finance and insurance', 'from_classification_model']",None,"['$21.72 million USD', 'https://www.dnb.com/business-directory/company-profiles.kumon_(australia)_pty_ltd.5024ea2adf0eb1dd023072106d254064.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.kumon_(australia)_pty_ltd.5024ea2adf0eb1dd023072106d254064.html']",1.0,0.25,0.0,0.0,0.3125
Tier One Sports,https://www.tieronesports.com/,High performance strings and overgrips at amazing prices. _Performance Tennis Strings at Super Prices.,tieronesports,None,"['info@tieronesports.com', 'https://www.tieronesports.com/contact']",None,None,None,"['Education, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Companion Systems | SOFTWARE FOR NEW HOME ...,https://companionsystems.com.au/,+61.2 9635 0000 · sales@companionsystems.com.au · Companion Systems ... Companion Systems Service and Support ... Companion Systems User Groups ...,companionsystems,"['2020 HIA Adelaide Crn Port Road and Station Place, Hindmarsh SA 5007', 'https://companionsystems.com.au/training-and-support']","['sales@companionsystems.co.nz', 'https://companionsystems.com.au/sitemap']","['+612 9635 0000', 'https://companionsystems.com.au/sitemap']","['online companion construction project management software', 'companion systems service', 'companion systems development team', 'building project companion systems', 'companion systems', 'direct marketing activity search companion systems user groups companion systems', 'companion systems support services', 'efficiencies companion systems', 'concern management companion systems custom development team', 'companion systems dna']","[['Rod Killick ', 'General Manager Australia & New ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Construction', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Laimoon.com: Find remote virtual jobs_ work from home ...,https://jobs.laimoon.com/,Find remote jobs  virtual assistant jobs  work from home or anywhere.,jobs.laimoon,None,None,"['+61-4-3-7-9-8-7-4-7', 'https://jobs.laimoon.com/uae/dubai/healthcare,medical']","['logistics supply chain transpo jobs', 'supply chain supply chain management', 'supply chain administrator internship logistic supply chain jobs', 'sales assistant supply chain', 'territory manager logistics operative logistics coordinator part time logistic supply chain jobs', 'laser therapist logistics supply chain transpo jobs', 'logistic supply chain jobs', 'supply chain management', 'supply chain assistant', 'strategic accounts manager logistics supply chain transpo jobs']",None,"['Education, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
ClassCover,https://www.classcover.co.nz/,,classcover,"['Level  8 , 11 York St Sydney, NSW 2000 Australia', 'https://www.classcover.co.nz/terms-and-conditions']","['info@classcover.com.au', 'https://www.classcover.co.nz/relief-teachers']","['0800 600 102', 'https://www.classcover.co.nz/relief-teachers']","['school teachers', 'nsw teachers', 'other relief teachers', 'nsw casual teachers', 'casual relief teacher', 'full time teachers', 'relief teacher', 'other teachers', 'relief teacher bookings', 'classcover schools']","[['Ben Grozier', 'founder'], 'https://www.crunchbase.com/person/ben-grozier']","['Education, Agriculture', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
RiskAssess - Risk Assessments for Australian Schools,https://www.riskassess.com.au/,Perform risk assessments  print labels and order experiments and practical investigations quickly and easily. Make your school safer and meet Australian legal requirements with the RiskAssess online system. Do innovative and fun experiments backed by detailed safety information and learning resources.,riskassess,"['SYDNEY2000New South WalesAustralia', 'https://opencorporates.com/companies/au/644407287']",None,"['+613 76543211', 'https://www.riskassess.com.au/subscribe/student']","['student riskassess student riskassess', 'new risk assessments', 'riskassess footnotes riskassess', 'such risk assessments', 'student riskassess student riskassess contact details', 'risk assessment search', 'science risk assessments', 'emailing risk assessments', 'risk assessment preparation', 'old risk assessments']","[['James Crisp', 'founder'], 'https://www.riskassess.com.au/info/team']","['IT - Software, Arts, entertainment and recreation', 'from_classification_model']","['17 September 2020', 'https://opencorporates.com/companies/au/644407287']",None,None,"['Australia', 'https://opencorporates.com/companies/au/644407287']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/644407287']",0.0,0.25,0.0,0.0,0.0625
Safety For Life: OHS Management Software,https://www.safetyforlife.com.au/,At Safety For Life  we offer professional online OHS consulting services and safety ... Sherm is used in our business across Australia and New Zealand. We first ...,safetyforlife,"['8274 , Wynnum North, Queensland 4178', 'http://www.safetyforlife.com.au/contact-us/']","['enquiry@safetyforlife.com.au', 'https://www.safetyforlife.com.au/sherm-software-saas-ee-solution-for-managing-safety-and-risk/']","['+61 7 3396 6208', 'https://www.safetyforlife.com.au/']","['safety management systems', 'safety management software', 'existing safety management system', 'workplace safety management', 'risk management systems', 'safety software systems', 'food safety management', 'sherm safety software solution', 'ohs management system trust safety', 'safety management system']","[['Caroline Kingston', 'founder'], 'https://www.safetyforlife.com.au/about-us/']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.75,0.0,0.3125
Consultancy.com.au | Australia consulting industry platform,https://www.consultancy.com.au/,Consultancy.com.au is the online platform for Australia's consulting industry. The latest news  consulting firms  jobs & internships  events and updates for ...,consultancy,"['L 6 76 Berry St North Sydney, New South Wales, 2060 Australia', 'https://app.avention.com/company/2863860f-0fb4-3e79-aee2-02b8ce0b4835#report/company_summary']","['info@consultancy.com.au', 'https://www.consultancy.com.au/contact']","['+61393209000', 'https://www.crunchbase.com/organization/database-consultants-australia']","['management consulting firm', 'largest strategy consulting firm', 'strategy consulting firms', 'global management consulting firm', 'management consulting firm partners', 'consulting firms', 'australia australian consulting firm tsa management', 'management consulting services', 'leading consulting firms', 'management consultancy firm']","[['Vikram Singh ', 'ANZ_Tata Consultancy Services'], 'None']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/database-consultants-australia']","['1993', 'https://www.crunchbase.com/organization/database-consultants-australia']","['106B', 'https://app.avention.com/company/2863860f-0fb4-3e79-aee2-02b8ce0b4835#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/database-consultants-australia']","['394k', 'https://app.avention.com/company/2863860f-0fb4-3e79-aee2-02b8ce0b4835#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/database-consultants-australia']",0.0,0.0,0.375,0.0,0.09375
EP for Learning – Designing Futures,https://www.educationperfect.com/,,educationperfect,None,None,None,"['the page', ' we']","[['Gregory Andrew TIMAR', ' director'], 'https://opencorporates.com/companies/nz/6583576']","['Manufacturing, Education', 'from_classification_model']","[' 1 December 2017', 'https://opencorporates.com/companies/nz/6583576']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/6583576']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/6583576']",0.0,0.0,0.0,0.0,0.0
DIGITAL TECHNOLOGIES - NZ CURRICULUM - Home,https://nzdigitalcurriculum.weebly.com/,Digital Technologies ​in the NZ Curriculum This site contains resources to support the Digital Technologies  content in the New Zealand Technology  Curriculum .,nzdigitalcurriculum.weebly,None,None,None,"['creative computational thinking', 'jay silver vimeo', 'makey makey', 'rss feed', 'digital technologies', 'computational fluency', 'makey makey - an invention kit', 'articles', 'items', 'coding and computer science']",None,"['Manufacturing, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
OHSA Occupational Health Services Australia :: 1300 OHSA 00,https://www.ohsa.com.au/,,ohsa,"['Unit  1 /51 Township Drive West Burleigh QLD 4219', 'http://www.ohsa.com.au/enrol-get-started/']","['info@ohsa.com.au', 'http://www.ohsa.com.au/enrol-get-started/']","['1300647200', 'http://www.ohsa.com.au/corporate-membership/application/']","['course work', 'ohsa occupational health services australia', 'queensland health', 'other courses', 'provide first aid course', 'occupational health services australia', 'ohsa occupational health', 'hsr training course', 'ohsa occupational health services australia pty ltd', 'coal mining safety']","[['Simon Phillips', 'Managing_Director'], 'https://www.ohsa.com.au/about-ohsa/']","['IT - Software, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Tri-Certified: HSEQ WHS Management - Sunshine Coast ...,https://www.tri-certified.com/,Tri-Certified +61 499 899 711. Tri-Certified specialises in Health and Safety  Environmental and Quality (HSEQ) management systems and independent assessments o,tri-certified,"['U 2 39 FODEN AVENUE CAMPBELLFIELD, VICTORIA, 3061 Australia', 'https://www.dnb.com/business-directory/company-profiles.tri-gear__gadgets_pty_ltd.11f5226f94f5d10c60caf21fa171dd2b.html']","['info@tri-certified.com', 'https://www.tri-certified.com']","['+61-393088000', 'https://www.dnb.com/business-directory/company-profiles.tri-gear__gadgets_pty_ltd.11f5226f94f5d10c60caf21fa171dd2b.html']","['specialist contractor management services', 'sub-contractor auditing services consulting services', 'specialist site management services', 'contractor management services mange expiry dates', 'auditing services', 'management systems', 'hseq management systems status', 'internal auditing services', 'hse auditing services', 'professional services']","[['MILES STEWART', 'CEO'], 'https://www.triathlon.org.au/About/Latest_News/MILES_STEWART_APPOINTED_AS_NEW_CEO_OF_TRIATHLON_AUSTRALIA.htm']","['IT - Software, Education', 'from_classification_model']","['14 June 2018', 'https://opencorporates.com/companies/au/626804359']","['$5.81 million USD', 'https://www.dnb.com/business-directory/company-profiles.tri-gear__gadgets_pty_ltd.11f5226f94f5d10c60caf21fa171dd2b.html']",None,"['Australia', 'https://opencorporates.com/companies/au/626804359']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.tri-gear__gadgets_pty_ltd.11f5226f94f5d10c60caf21fa171dd2b.html']",0.0,0.0,0.0,0.0,0.0
Gensolve,https://www.gensolve.com/,Gensolve's Cloud based Practice Management Software for Australian Allied Health & Physiotherapy Professionals. Leading Clinic & Patient manager software ...,gensolve,"['Suite  3 8 Denna Street Maroochy Waters Professional Centre Queensland 4558', 'https://www.gensolve.com']","['gpms.sales@gensolve.com', 'https://www.gensolve.com']","['+64 0800 436765', 'https://www.gensolve.com']","['gensolve practice management software', 'gensolve practice manager', 'gensolve practice management', 'outdated practice management software', 'traditional practice management software', 'gensolve practice', 'gensolve practice manager users', 'gensolve customers', 'better gensolve practice manager', 'feb gensolve practice manager']","[[""Brenton Henderson Brenton's"", 'founder'], 'https://www.gensolve.co.uk/about']","['IT - Software, Finance and insurance', 'from_classification_model']","['27 November 2007', 'https://opencorporates.com/companies/nz/2064025']","['$1.35 million USD', 'https://www.dnb.com/business-directory/company-profiles.darfield_physiotherapy_limited.b032d2cb6db2e814365ddb2c386773ff.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/2064025']",None,"['Limited\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.darfield_physiotherapy_limited.b032d2cb6db2e814365ddb2c386773ff.html']",0.25,0.25,0.0,0.0,0.125
Australian OHS Education Accreditation Board,https://www.ohseducationaccreditation.org.au/,,ohseducationaccreditation,None,None,None,"['ohs professional capabilities ohs professional education programs', 'ohs qualification', 'ohs professional qualifications', 'ohs accreditation board', 'ohs education accreditation board', 'ohs professional education', 'ohs professional education programs', 'ohs', 'ohs professional certification', 'ohs education programs']",None,"['Education, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Teach Starter: Primary Teaching Resources | Educational ...,https://www.teachstarter.com/,Teach Starter offers a range of time-saving  educational teaching resources for primary school teachers. Download unit and lesson plans  educational posters  classroom games and activities  worksheets and more!,teachstarter,"['Level 2, 55 Railway Terrace Milton, QLD 4064 Australia', 'https://www.teachstarter.com/about/privacy-policy/']",None,"['1300 363 992', 'https://www.teachstarter.com/about/privacy-policy/']","['personal information movement teaching resources magnetism teaching resources curiosity', 'teaching resources animals teaching resources mathematics investigations', 'teaching resources', 'teaching resources environmental impact teaching resources teachers file', 'teaching resources report', 'teaching resources ways', 'teaching resources seasons', 'teaching resources history', 'teaching resources magnetism', 'teaching resources curiosity']","[['SCOTT ALEXANDER TONGES', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.teach_starter_publishing_pty_ltd.bc6e38553e64e451e145c5a06db19cd7.html']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,"['$6.29 million USD', 'https://www.dnb.com/business-directory/company-profiles.teach_starter_publishing_pty_ltd.bc6e38553e64e451e145c5a06db19cd7.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.teach_starter_publishing_pty_ltd.bc6e38553e64e451e145c5a06db19cd7.html']",1.0,0.25,0.0,0.0,0.3125
Matific,https://www.matific.com/,Online mathematics teaching resource for schools. Focuses on improving core skills such as addition  subtraction  division  multiplication and more,matific,"['447 Kent St, Sydney NSW 2000', ['Matific AUS ( Slate Science Pty LTD ), address', 'knowledge_panel']]","['support@slatescience.com', 'https://www.matific.com/au/en-au/login-page/']","['+61 458 297 751', 'https://www.matific.com/co/es-ar/home/colombiamoe/']","['de educación de colombia y matific', 'de matific', 'entre las ventajas de uso de matific', 'entre las ventajas de uso de matific está', 'el ministerio de educación de colombia', 'de agosto como parte de la respuesta', 'los expertos tutores de matific', 'mínimas y técnicas para el uso de la plataforma durante', 'el aprendizaje de las matemáticas', 'para la implementación de esta']","[['Leon Kamenev', 'founder'], 'https://www.crunchbase.com/person/leon-kamenev']","['Education, IT - Software', 'from_classification_model']",None,"['$1.72 million USD', 'https://www.dnb.com/business-directory/company-profiles.slate_science_operations_pty_ltd.c7706e10562b434efe063e402f9961f8.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.slate_science_operations_pty_ltd.c7706e10562b434efe063e402f9961f8.html']",0.75,0.25,0.375,0.0,0.34375
enabling e-Learning - enabling eLearning - TKI,https://elearning.tki.org.nz/,,elearning.tki,"['649-655 PARRAMATTA RD LEICHHARDT, NEW SOUTH WALES, 2040 Australia', 'https://www.dnb.com/business-directory/company-profiles.blake_elearning_pty_limited.d0b9e39d193393ec579bccbbed2505be.html']","['jane.armstrong@core-ed.org', 'https://elearning.tki.org.nz/Contact-us']","['+61-285854001', 'https://www.dnb.com/business-directory/company-profiles.blake_elearning_pty_limited.d0b9e39d193393ec579bccbbed2505be.html']","['student learning', 'student learning needs', 'student learning capabilities', 'student learning outcomes', 'teacher learning', 'high school students', 'teacher professional learning', 'e-learning professional learning', 'māori students', 'effective teacher professional learning']","[['KATHERINE PIKE', 'Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.blake_elearning_pty_limited.d0b9e39d193393ec579bccbbed2505be.html']","['IT - Software, Education', 'from_classification_model']",None,"['$18.84 million USD', 'https://www.dnb.com/business-directory/company-profiles.blake_elearning_pty_limited.d0b9e39d193393ec579bccbbed2505be.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.blake_elearning_pty_limited.d0b9e39d193393ec579bccbbed2505be.html']",0.0,0.0,0.0,0.0,0.0
BSI: Standards_ Training_ Testing_ Assessment and Certification,https://www.bsigroup.com/,BSI Group  UK standards body  Global certification company. Training  Kitemark  Healthcare  Supply Chain  Compliance  Consultancy  ISO 9001 14001 45001 ...,bsigroup,"['SUITE 1 LEVEL 1 52-54 WATERLOO ROAD MACQUARIE PARK, NEW SOUTH WALES, 2113 Australia', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']","['bsi.za@bsigroup.com', 'https://www.bsigroup.com/en-ZA/industries-and-sectors/health-and-safety/']","['1300 730 134', ['BSI Group - Sydney, phone', 'knowledge_panel']]","['de ellos de forma segura de acuerdo', 'el equipo de privacidad de bsi', 'troca de informações para o serviço de roaming de recarga de veículos elétricos', 'de protección de datos', 'sistemas de assistência de', 'e de ferramentas de informação', 'la guía de cookies de la cámara de comercio internacional de reino unido', 'sistemas de certificação de componentes eletrônicos de terceiros', 'oficina de bsi fuera de méxico', 'de bsi']","[['Jahangir Khan', 'CEO'], 'https://au.linkedin.com/in/jkhanbsi']","['IT - Software, Education', 'from_classification_model']",None,"['$3.78 million USD', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']",0.0,0.375,0.375,0.0,0.1875
ISIC.org,https://www.isic.org/,,esic,"['14A Moncur St, Woollahra NSW 2025', ['ESIC HUB, address', 'knowledge_panel']]","['info@isic.org', 'https://www.isic.org/privacy-policy/']",None,"['isic card', 'isic mastercard card', 'card', 'isic cards', 'other card problem', 'card activations', 'isic card sales', 'card type', 'card availability', 'prepaid card']","[['Stephen Crowe', 'founder'], 'https://au.linkedin.com/in/stephen-crowe']","['Finance and insurance, IT - Software', 'from_classification_model']","[' 7 August 2020', 'https://opencorporates.com/companies/au/643296940']",None,None,"['Australia', 'https://opencorporates.com/companies/au/643296940']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/643296940']",0.0,0.0,0.0,0.0,0.0
Mango QHSE Software,https://www.mangolive.com/,Mango home page for QHSE  SHEQ and HSEQ compliance.,mangolive,None,"['support@mangolive.com', 'https://www.mangolive.com/privacy-mango']","['+64 3 421 6468', 'https://www.mangolive.com/privacy-mango']","['mango mango', 'mango system', 'use mango', 'qhse mango', 'organisation mango', 'compliance easier mango', 'qhse compliance mango', 'mango employees', 'improvement mango', 'mango software']","[['Craig Thornton ', 'Chief Marketing Officer_Mango ...'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Rehab Management: Occupational Rehabilitation - Provider,https://www.rehabmanagement.com.au/,Rehab Management is award-winning  nationally accredited & industry-leading Occupational Rehabilitation & corporate health services provider.,rehabmanagement,"['Se 15.04 L 15 680 George St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.rehab_management_(aust)_pty_ltd.3f52a1332839affc09efb048994b5d44.html']",None,"['+64 9883 0540', 'https://www.rehabmanagement.com.au/']","['rehab counsellor rehab consultant', 'rehab management people', 'rehab management', 'workplace rehabilitation services', 'king street rehab management', 'service delivery quality', 'rehab consultant', 'high quality services', 'local rehab management', 'service delivery outcomes']","[['Marcella Romero', 'Managing_Director'], 'https://www.latinstoriesaustralia.com/blog/2019/7/26/marcella-romero']","['Healthcare, Education', 'from_classification_model']","[' 8 May 1994', 'https://opencorporates.com/companies/nz/623910']","['$26.23 million USD', 'https://www.dnb.com/business-directory/company-profiles.rehab_management_(aust)_pty_ltd.3f52a1332839affc09efb048994b5d44.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/623910']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.rehab_management_(aust)_pty_ltd.3f52a1332839affc09efb048994b5d44.html']",0.375,0.25,0.375,0.0,0.25
Safety Dimensions trains and develops safety leaders,https://www.safetydimensions.com.au/,Safety Dimensions trains and develops safety leaders that drive sustainable safety culture inside organisations. Proven methodology. Australia-wide and global.,safetydimensions,"['22 Easey Street, Collingwood Victoria Australia 3066', 'https://www.safetydimensions.com.au/videos/']","['passwordreset@ldn.com.au', 'https://www.safetydimensions.com.au/reset-password/']","['+613 9510 0477', 'https://www.safetydimensions.com.au/videos/']","['safety systems', 'work health', 'safety behaviours', 'safety teams', 'more safety courses', 'effective safety management', 'safety outcomes', 'safety laws', 'organisational safety behaviour', 'rail safety systems']","[['LEONARD DANN', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.l_s_and_t_a_dann.58b87c1ce1b8d049a0771aab5fdfa3b2.html']","['Arts, entertainment and recreation, Education', 'from_classification_model']",None,"['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.l_s_and_t_a_dann.58b87c1ce1b8d049a0771aab5fdfa3b2.html']",None,None,None,"['Partnership Independent', 'https://www.dnb.com/business-directory/company-profiles.l_s_and_t_a_dann.58b87c1ce1b8d049a0771aab5fdfa3b2.html']",0.25,0.25,0.0,0.0,0.125
