search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Incident response software in australia or newzealand,jobSAFE - Health and Safety Management Software,https://www.jobsafe.co.nz/,The simple way to manage health and safety in the workplace  jobSAFE is a ... free demonstration call us today +64 (21) 1919250 or email sales@jobsafe.co.nz ...,jobsafe,"['22/24 Main St, Mawson Lakes SA 5095', ['JobSafe SA, address', 'knowledge_panel']]","['sales@jobsafe.co.nz', 'https://www.jobsafe.co.nz']","['+64 (21) 1919250', 'https://www.jobsafe.co.nz']","['safety training management', 'safety meeting management', 'hazard management', 'jobsafe audits', 'management tools', 'environmental incident management', 'incident management', 'businesses', 'starter environmental hazard management benefits', 'safety manager']","[['Ian Bruce Cheney', 'Director'], 'https://app.avention.com/company/4ef0e479-3e66-3ae8-825a-5e159ed21c3e#report/company_summary']","['Consulting Services', 'https://app.avention.com/company/4ef0e479-3e66-3ae8-825a-5e159ed21c3e#report/company_summary']",None,"['796k', 'https://app.avention.com/company/4ef0e479-3e66-3ae8-825a-5e159ed21c3e#report/company_summary']",None,None,"['2', 'https://app.avention.com/company/4ef0e479-3e66-3ae8-825a-5e159ed21c3e#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/4ef0e479-3e66-3ae8-825a-5e159ed21c3e#report/company_summary']",0.0,0.25,0.75,0.0,0.25
Asset maintenance software in australia or newzealand,SUEZ: Waste Management & Water Solutions - SUEZ ...,https://www.suez.com.au/en-au,SUEZ delivers Smart & Environmental Solutions in the water and waste sectors. We help cities and industries in the circular economy to optimise and secure ...,suez,"['070 452 890 (ABN 30 070 452 890) of 3/3 Rider Boulevard Rhodes New South Wales Australia 2138', 'https://www.suez.com.au/en-au/general-terms-of-use']","['corporateaffairs.anz@suez.com', 'https://www.suez.com.au/en-au/news/press-releases/national-plastics-summit']","['1800 368 737', 'https://www.suez.com.au/en-au/faqs/coronavirus']","['process water suez', 'suez australia', '©suez australia', 'suez', 'australia value suez', 'smart water suez', 'resource management company suez', 'suez community', 'suez energy', 'suez innovation']","[['Mark Venhoek', 'CEO'], 'https://www.suez.com.au/en-au/who-we-are/suez-in-australia-and-new-zealand/biography/mark-venhoek']","[['Recycling'], 'https://www.crunchbase.com/organization/suez-recycling-recovery-pty-ltd']","['1985', 'https://www.crunchbase.com/organization/suez-recycling-recovery-pty-ltd']","['1.1B', 'https://app.avention.com/company/f4d93e82-c82c-3c3e-887a-ceceefe673d0#report/company_summary']",None,"[' Rhodes, New South Wales, Australia', 'https://www.crunchbase.com/organization/suez-recycling-recovery-pty-ltd']","['2.2k', 'https://app.avention.com/company/f4d93e82-c82c-3c3e-887a-ceceefe673d0#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/suez-recycling-recovery-pty-ltd']",0.625,0.25,0.75,0.0,0.40625
Disability care software in australia or newzealand,ANZ Personal Banking | Accounts_ credit cards_ loans ...,https://www.anz.com/,3 days ago - ANZ offers a range of personal banking and business financial solutions. Services include internet banking  bank accounts  credit cards  home ...,anz,"['G Fl Anz Ctr 23-29 Albert St Auckland, 1010 New Zealand ', 'https://app.avention.com/company/18dc4abb-ae0d-3fcb-801a-03547920727c#report/company_summary']","['clientservicesvn@anz.com', 'https://www.anz.com.au/support/global-contacts/']","['+64-44703142', 'https://www.dnb.com/business-directory/company-profiles.anz_bank_new_zealand_limited.958097dc353a4782.html']","['anz internet banking contact anz', 'anz travel card anz', 'anz', 'anz accounts', 'anz internet banking', 'anz websites', 'anz card', 'anz australia', 'anz customers', 'anz rates']","[['Antonia Watson', 'Acting Chief Executive Officer'], 'https://app.avention.com/company/18dc4abb-ae0d-3fcb-801a-03547920727c#report/company_summary']","[['BankingFinanceFinancial ServicesWealth Management'], 'https://www.crunchbase.com/organization/anz']","['Mar 2, 1835', 'https://www.crunchbase.com/organization/anz']","['4.8B', 'https://app.avention.com/company/18dc4abb-ae0d-3fcb-801a-03547920727c#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/anz']","['9.5k', 'https://app.avention.com/company/18dc4abb-ae0d-3fcb-801a-03547920727c#report/company_summary']","['Public', 'https://www.crunchbase.com/organization/anz']",0.375,0.25,0.0,0.0,0.15625
Infrastructure management software in australia or newzealand,AECOM Home,https://aecom.com/,AECOM is the world's premier infrastructure firm  partnering with clients to solve the world's most complex challenges and build legacies for generations to come.,aecom,"['L 8 540 Wickam St Fortitude Valley, Queensland, 4006 Australia ', 'https://app.avention.com/company/db4c3eda-4fd2-3a87-a394-0667ba9492f9#report/company_summary']","['scott.dunn@aecom.com', 'https://aecom.com/markets/cities/']","['+61-735532000', 'https://app.avention.com/company/db4c3eda-4fd2-3a87-a394-0667ba9492f9#report/company_summary']","['aecom energy aecom', 'aecom', 'design aecom', 'aecom programs', 'aecom experts', 'capital aecom', 'germany aecom', 'aecom podcasts', 'aecom argentina', 'aecom michigan']","[['Todd Battley', 'CEO'], 'https://www.comparably.com/companies/aecom/todd-battley']","['Architecture and Engineering', 'https://app.avention.com/company/db4c3eda-4fd2-3a87-a394-0667ba9492f9#report/company_summary']","['27 July 2000', 'https://opencorporates.com/companies/au/093846925']","['559M', 'https://app.avention.com/company/db4c3eda-4fd2-3a87-a394-0667ba9492f9#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/093846925']","['3.3k', 'https://app.avention.com/company/db4c3eda-4fd2-3a87-a394-0667ba9492f9#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/db4c3eda-4fd2-3a87-a394-0667ba9492f9#report/company_summary']",0.375,0.75,0.5,0.0,0.40625
Workplace risk software in australia or newzealand,Arup: We shape a better world,https://www.arup.com/,Arup is an independent firm of designers  planners  engineers  architects  consultants and technical specialists  working across every aspect of today's built ...,arup,"['39 Hunter Street Sydney  Sydney, New South Wales Australia', 'https://www.arup.com/expertise/services/buildings/building-retrofit']",None,"['+61 (0) 7 3023 6000', 'https://www.arup.com/expertise/services/buildings/architecture']","['design arup', 'arup’s building services', 'arup corporate finance limited arup', 'new lighting design', 'arup project managers', 'arup corporate finance limited arup staff', 'arup’s water team', 'iconic building design', 'sustainable building envelope designs', 'systems design']","[['Martin James Ansley-Young', 'Director'], 'https://app.avention.com/company/9a2b368f-51a5-3328-90a4-872777d027ae#report/company_summary']","['Architecture and Engineering', 'https://app.avention.com/company/9a2b368f-51a5-3328-90a4-872777d027ae#report/company_summary']","['30 April 1975', 'https://opencorporates.com/companies/au/001285105']","['289M', 'https://app.avention.com/company/9a2b368f-51a5-3328-90a4-872777d027ae#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/001285105']","['3,000', 'None']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/9a2b368f-51a5-3328-90a4-872777d027ae#report/company_summary']",0.4375,0.25,0.375,0.0,0.265625
GRC software new zealand,PwC New Zealand,https://www.pwc.co.nz/,PwC New Zealand employs over 1600 people and has offices in the Auckland  Waikato  Hawkes Bay  Wellington  Canterbury and Otago regions. Our people ...,pwc,"['Level  27 15 Customs Street West Auckland 1010', 'https://www.pwc.co.nz/contact-us/moving-to-pwc-tower-at-commercial-bay.html']","['privacy-officer@nz.pwc.com', 'https://www.pwc.co.nz/privacy.html']","['+64 21 840 106', 'https://www.pwc.co.nz/about-us/our-leaders.html']","['new zealand businesses', 'other pwc new zealand websites', 'new zealand', 'new zealand organisations', 'pwc new zealand', 'new zealand health', 'high profile new zealand public sector business cases', 'new zealand cyber security', 'new zealand entities', 'new zealand cities']","['Robert Allen', 'founder(s)', 'https://www.crunchbase.com/organization/pwc-australia']","[['Accounting'], 'https://www.crunchbase.com/organization/pwc-australia']","['2010', 'https://www.crunchbase.com/organization/pwc-australia']","['73M', 'https://app.avention.com/company/db88adbe-dc20-3389-970d-0fa6ef71d232#report/company_summary']",None,"[' Australia, Isabela, Philippines', 'https://www.crunchbase.com/organization/pwc-australia']","['896', 'https://app.avention.com/company/db88adbe-dc20-3389-970d-0fa6ef71d232#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/pwc-australia']",0.25,0.25,0.0,0.0,0.125
Community care software in australia or newzealand,ReadCube – Software for Researchers_ Libraries_ and ...,https://www.readcube.com/,ReadCube brings publishers researcher-focused  state-of-the-art technology guaranteed to enhance on-platform reader engagement  grow readership  and ...,readcube,None,"['marketing@allenpress.com', 'https://www.readcube.com/allen-press-partners-with-readcube-to-increase-discoverability-of-its-collection-across-web-desktop-and-mobile-platforms/index.html']",None,"['technology company readcube', 'readcube enhanced articles', 'readcube technology', 'publishing technology company readcube', 'readcube users', 'readcube access', 'readcube enhanced', 'readcube sharing services', 'readcube checkout technology', 'readcube enhanced pdfs']","[['Kathy Dillon ', 'Acquisitions Manager_Great Road ...'], 'from linkedin search google']","['Agriculture, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Environmental risk software in australia or newzealand,Melbourne Water: Home,https://www.melbournewater.com.au/,Melbourne Water manages and protects Melbourne's major water resources on behalf of the community. We supply water retailers with high-quality drinking ...,melbournewater,"['03 ) 9600 1192  Head office  990 La Trobe Street Docklands VIC 3008', 'https://www.melbournewater.com.au/contact-us']",None,"['+61429 219 084', 'https://www.melbournewater.com.au/water-data-and-education/news/influential-poll-names-melbourne-water-one-nations-most-innovative']",None,"[['Michael Wandmaker', 'Managing_Director'], 'https://www.melbournewater.com.au/about/who-we-are/executive-leadership-team']","['Manufacturing, Construction', 'from_classification_model']",None,"['$352,912 USD', 'https://www.dnb.com/business-directory/company-profiles.melbourne_water_taxis_pty_ltd.e80b581a53f181b1.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.melbourne_water_taxis_pty_ltd.e80b581a53f181b1.html']",0.625,0.25,0.0,0.0,0.21875
Infrastructure maintenance software in australia or newzealand,Amazon Web Services (AWS) - Cloud Computing Services,https://aws.amazon.com/,Amazon Web Services offers reliable  scalable  and inexpensive cloud computing services. Free to join  pay only for what you use.,aws.amazon,"['206 -266-7010   410 Terry Avenue North, Seattle, WA 9810', 'https://aws.amazon.com/agreement/']","['aws-receivables-support@email.amazon.com', 'https://aws.amazon.com/legal/aws-sbl/']",None,None,"[['Paul Migliorini', 'Managing_Director'], 'https://www.smartcompany.com.au/startupsmart/analysis/aws-amazon-billion-dollar-platform/']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Regulatory compliance software in australia or newzealand,Secure Digital Transformation | Zscaler Cloud Security,https://www.zscaler.com/,Zscaler is enabling secure digital transformation by rethinking traditional network security  and empowering enterprises to securely work from anywhere.,zscaler,"[""'one International Towers' Level 35 , 100 Barangaroo Avenue Sydney, New South Wales, 2000 Australia"", 'https://app.avention.com/company/90a0f32a-85cc-3e6c-bbca-953b1b632a27#report/company_summary']","['procurment.chefsfirst.com@gmail.com', 'https://www.zscaler.com/blogs/feeds']",None,None,"[['Jay Chaudhry', 'CEO'], 'https://www.zscaler.com/leadership']","['Computer System Design Services', 'https://app.avention.com/company/90a0f32a-85cc-3e6c-bbca-953b1b632a27#report/company_summary']",None,"['7.7M', 'https://app.avention.com/company/90a0f32a-85cc-3e6c-bbca-953b1b632a27#report/company_summary']",None,None,"['77', 'https://app.avention.com/company/90a0f32a-85cc-3e6c-bbca-953b1b632a27#report/company_summary']","['Private Independent', 'https://app.avention.com/company/90a0f32a-85cc-3e6c-bbca-953b1b632a27#report/company_summary']",0.0,0.0,0.375,0.0,0.09375
Incident response software in australia or newzealand,BlackBerry Official Home Page – Security Software & Services,https://www.blackberry.com/us/en,BlackBerry provides organizations with software to secure the IoT devices they use  the products they make  the data they share and their communications.,blackberry,"['L 1 35 Little Bourke St Melbourne, Victoria, 3000 Australia', 'https://app.avention.com/company/f1bdb0d3-4507-362e-afc8-f5ce5b951b26#report/company_summary']","['investors@ttgi.com', 'https://www.blackberry.com/us/en/company/newsroom/press-releases/2017/titanium-transportation-group-goes-all-in-with-blackberry-radar']","['+61-357972922', 'https://app.avention.com/company/f1bdb0d3-4507-362e-afc8-f5ce5b951b26#report/company_summary']","['blackberry blackberry protect', 'blackberry limited blackberry radar h2', 'blackberry services', 'blackberry logo black blackberry tasks smartphones', 'blackberry radar data', 'blackberry products', 'blackberry software', 'blackberry security', 'blackberry devices', 'blackberry customers']","[['David Nicol', 'Managing_Director'], 'https://www.crn.com.au/news/blackberry-reorganises-apac-leadership-539557']","['Nonclassifiable Establishments', 'https://app.avention.com/company/f1bdb0d3-4507-362e-afc8-f5ce5b951b26#report/company_summary']","[' 3 July 2002', 'https://opencorporates.com/companies/au/101219425']","['13M', 'https://app.avention.com/company/f1bdb0d3-4507-362e-afc8-f5ce5b951b26#report/company_summary']","['$0', 'None']","['Australia', 'https://opencorporates.com/companies/au/101219425']","['122', 'None']","['Private Parent, Headquarters', 'https://app.avention.com/company/f1bdb0d3-4507-362e-afc8-f5ce5b951b26#report/company_summary']",0.0,0.0,0.375,0.0,0.09375
Dental management software in australia or newzealand,Bupa | Health & Care,https://www.bupa.com.au/,At Bupa we're always looking for more ways to care for you. We offer quality insurance  aged care and a network of dental  optical  hearing and therapy services.,bupa,"['L 16 33 Exhibition St Melbourne, Victoria, 3000 Australia', 'https://app.avention.com/company/60452a92-df3e-32bc-ac67-786c816ffb7e#report/company_summary']","['oshc@bupa.com.au', 'https://www.bupa.com.au/health-insurance/understanding-your-health-cover/faqs']","['+61 3 9487 6400', 'https://www.bupa.com.au/medical-gap-scheme']","['bupa cover', 'bupa agreement hospitals', 'bupa hospital cover', 'health insurance cover', 'health cover', 'bupa health insurance', 'hospital medical services', 'bupa hospital cover options', 'bupa australia', 'bupa pays']","[['Hisham El-Ansary', 'CEO'], 'https://www.bupa.com.au/about-us/leadership-team']","['Administrative Services', 'https://app.avention.com/company/60452a92-df3e-32bc-ac67-786c816ffb7e#report/company_summary']","['11 June 1998', 'https://opencorporates.com/companies/au/082931744']","['1.1B', 'https://app.avention.com/company/60452a92-df3e-32bc-ac67-786c816ffb7e#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/082931744']","['15k', 'https://app.avention.com/company/60452a92-df3e-32bc-ac67-786c816ffb7e#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/60452a92-df3e-32bc-ac67-786c816ffb7e#report/company_summary']",0.25,0.25,0.375,0.0,0.21875
Risk management software in australia or newzealand,Welcome to Risk Decisions - Shaping the future of Risk,https://www.riskdecisions.com/,At Risk Decisions  we believe in a world where risk is a force for good. Where risk brings people together to transform organisations.,riskdecisions,"['2 , Microsoft SA 3012', 'https://www.riskdecisions.com/does-risk-maturity-drive-project-advantage/']","['support@riskdecisions.com', 'https://www.riskdecisions.com/latest-predict-version-5-0-1/']","['+61 408 466 276', 'https://www.riskdecisions.com/regions/asia-pacific/']","['risk decisions ltd incorporating risk analysis', 'risk risk decisions', 'project risk management', 'risks', 'risk management predict', 'project risks', 'risk management processes', 'risk management levels', 'risk management system', 'risk management strategies']","[['Andrew Ferguson ', 'Risk Management Consultant ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Covetrus Software Services | Solutions for Veterinary Practices,https://softwareservices.covetrus.com/,Explore our veterinary practice management software and learn how we can improve the efficiency and profitability of your business!,softwareservices.covetrus,"['36 Brandl St Eight Mile Plains, QUEENSLAND, 4113 Australia', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']","['privacy@covetrus.com', 'https://softwareservices.covetrus.com/privacy-policy/']","['+6107) 3018 8666', ['Covetrus Software Services Office, phone', 'knowledge_panel']]","['veterinary practices', 'veterinary practice staff', 'veterinary practice partners', 'scil veterinary practices', 'offer veterinary practices', 'practice owners', 'new practice owners', 'practices', 'practice management', 'covetrus products']","[['DAVID CHRISTOPHER DOLLAR', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']","[['ConsultingInformation TechnologySoftware'], 'https://www.crunchbase.com/organization/tactiv']","['2005', 'https://www.crunchbase.com/organization/tactiv']","['$6.82 million USD', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_veterinary_solutions_pty_ltd.13d75f0f5161540a08cff0a701a57e96.html']",None,"[' West End, Queensland, Australia', 'https://www.crunchbase.com/organization/tactiv']",None,"['Private', 'https://www.crunchbase.com/organization/tactiv']",0.0,0.0,0.0,0.0,0.0
Incident response software in australia or newzealand,Newsroom | Motorola Solutions,https://newsroom.motorolasolutions.com/,Motorola media information for journalists and the press.,newsroom.motorolasolutions,"['10 Wesley Ct Tally Ho Business Park Burwood East, VICTORIA, 3151 Australia', 'https://www.dnb.com/business-directory/company-profiles.motorola_solutions_australia_pty_limited.f9e02f2dd94623f46a2d0680fa5bdf48.html']","['maor.aharoni@motorolasolutions.com', 'https://newsroom.motorolasolutions.com/news/motorola-solutions-launches-new-device-specially-designed-for-small-and-medium-businesses-in-sub-saharan-africa.htm']","['+61 428 036 806', 'https://newsroom.motorolasolutions.com/news/motorola-solutions-critical-communication-links-keep-essential-services-running-for-rio-tinto-aluminium.htm']","['motorola solutions', 'motorola solutions coronavirus', 'motorola solutions announces', 'careers motorola solutions', 'motorola solutions files proceedings', 'motorola solutions acquires indigovision', 'motorola solutions acquires global video security solutions provider pelco', 'von motorola solutions funkgeräten', 'a language motorola solutions', 'motorola solutions files patent infringement complaints']","[['CON BALASKAS', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.motorola_solutions_australia_pty_limited.f9e02f2dd94623f46a2d0680fa5bdf48.html']","['IT - Software, Manufacturing', 'from_classification_model']",None,"['$286.00 million USD', 'https://www.dnb.com/business-directory/company-profiles.motorola_solutions_australia_pty_limited.f9e02f2dd94623f46a2d0680fa5bdf48.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.motorola_solutions_australia_pty_limited.f9e02f2dd94623f46a2d0680fa5bdf48.html']",0.0,0.25,0.0,0.0,0.0625
risk software australia OR new zealand,Iress Community,https://community.iress.com/,REGISTER TO USE THE COMMUNITY. Registration to the Iress Community is available to verified Iress software users. Learn how to register from the following ...,community.iress,None,"['corporate@iress.com', 'https://www.crunchbase.com/organization/iress']","['+61439481494', 'https://community.iress.com/t5/forums/recentpostspage/post-type/thread']","['xplan clients', 'xplan custom integrations', 'xplan users', 'xplan user resources', 'client user', 'iress xplan users', 'client data', 'client information', 'xplan site owners', 'client service processes']","['Hung Do', 'founder(s)', 'https://www.crunchbase.com/organization/iress']","[['Financial ServicesSoftware'], 'https://www.crunchbase.com/organization/iress']","['1993', 'https://www.crunchbase.com/organization/iress']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/iress']",None,"['Public', 'https://www.crunchbase.com/organization/iress']",0.0,0.25,0.0,0.0,0.0625
Regulatory compliance software in australia or newzealand,Compliance Gate: Product Safety & Labeling for Importers ...,https://www.compliancegate.com/,We help Importers  Exporters and Amazon sellers with product lab testing  product labeling  certification and more.,compliancegate,None,None,None,None,None,"['Manufacturing, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management software in australia or newzealand,Financial Review - Business_ Finance and Investment News ...,https://www.afr.com/,Skip to navigationSkip to contentSkip to footerHelp using this website - Accessibility statementExperience the AFR for half the priceSave 50% Now. Today's ...,afr,"['506 Sydney NSW 2001', 'https://www.afr.com/privacy-policy?Embed=Y']","['nila.sweeney@afr.com.au', 'https://www.afr.com/property/residential/work-from-anywhere-fuels-demand-for-airbnb-rentals-20200923-p55y9o']","['+61 2 7966 6900', 'https://www.afr.com/conditions-of-use']","['government bond rates', 'more australian state government bonds', 'government bonds', 'us government bonds', 'australian governments', 'australian government debt', 'government bond record', 'commonwealth government bonds', 'state governments', 'cent interest rate']","[['Nick Hawkins', 'CEO'], 'https://www.afr.com/companies/financial-services/iag-names-nick-hawkins-new-ceo-20200921-p55xjj']","[['NewsPublishingSocial News'], 'https://www.crunchbase.com/organization/australian-financial-review']","['30 June 2020', 'https://opencorporates.com/companies/au/642201821']","['3.5M', 'https://app.avention.com/company/1cb4cca9-f5d2-3366-adfc-4e3ea586f6ff#report/company_summary']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/australian-financial-review']","['30', 'https://app.avention.com/company/1cb4cca9-f5d2-3366-adfc-4e3ea586f6ff#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/australian-financial-review']",0.25,0.25,0.0,0.0,0.125
Incident response software in australia or newzealand,Home- Women in Security - CSO | The Resource for Data ...,https://www2.cso.com.au/womeninsec/,CSO Australia | News  Industry Blogs  Tools and Resources for Data Security Executives.,www2.cso,None,"['chanelle_tan@idg.com.au', 'https://www.crunchbase.com/organization/cso-australia']","['+61299022700', 'https://www.crunchbase.com/organization/cso-australia']","['optimised security cyber security', 'data security', 'network security jackson shaw cyber security', 'security threats', 'network security', 'information security', 'pci data security', 'cloud security', 'network security breach', 'security services']","[['Louisa Vogelenzang', 'founder'], 'https://www.csoonline.com/article/3534039/cyber-security-volunteers-protect-australian-healthcare-in-covid-19-crisis.html']","[['Cyber SecurityInformation TechnologyNewsSecurity'], 'https://www.crunchbase.com/organization/cso-australia']",None,None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/cso-australia']",None,"['Private', 'https://www.crunchbase.com/organization/cso-australia']",0.0,0.0,0.0,0.0,0.0
Incident response software in australia or newzealand,Information & Data Security Experts - Cyber Audit Team ...,https://cyberauditteam.com/,Cyber Audit Team (CAT) is 100% focused on information security and cybersecurity. In fact  it's all we do. Using non-technical language  and real-world examples  ...,cyberauditteam,"['4 Helensvale Road Helensvale QLD 4212 Australia', 'https://cyberauditteam.com/contact']","['info@cyberauditteam.com', 'https://cyberauditteam.com/privacy-policy/terms-of-use']","['1300 077 022', 'https://cyberauditteam.com/']","['information security risks', 'data security threats', 'information security risk processes', 'information security specialists', 'information security management', 'information security controls', 'information security posture', 'security threats', 'information security program', 'information security hygiene']","[['RYAN THOMAS', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.cyber_audit_team_pty_ltd.3b0fc2fccf15cabddcc0aac891ec579d.html']","['IT - Software, Finance and insurance', 'from_classification_model']",None,"['$940,269 USD', 'https://www.dnb.com/business-directory/company-profiles.cyber_audit_team_pty_ltd.3b0fc2fccf15cabddcc0aac891ec579d.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.cyber_audit_team_pty_ltd.3b0fc2fccf15cabddcc0aac891ec579d.html']",1.0,0.375,0.0,0.0,0.34375
Risk management software in australia or newzealand,Sustainable Certification: ISO Certification & Accreditation ...,https://www.sustainablecertification.com.au/,We provide ISO certification and accreditation services in Australia. Get in touch with us today for more info.,sustainablecertification,"['Level  5 ,326 William Street Melbourne, VIC 3000 Australia', 'https://www.sustainablecertification.com.au/index.php/checklists-tools/']","['co@sustainablecertification.com.au', 'https://www.sustainablecertification.com.au/index.php/checklists-tools/']","['1800 024 940', ['Sustainable Certification, phone', 'knowledge_panel']]","['other iso management system standards', 'management system processes', 'iso certification consultants', 'business processes', 'information security management systems', 'iso standards', 'effective business processes', 'iso customer service', 'business risks', 'iso 14001:2015 iso 14001:2015']",None,"['Finance and insurance, Healthcare', 'from_classification_model']",None,None,None,None,None,None,1.0,0.75,0.0,0.0,0.4375
Regulatory compliance software in australia or newzealand,Maximize Data's Potential | Seagate US,https://www.seagate.com/,For 40 years  Seagate has enabled exponential data growth with breakthrough hard drives  solid state drives  systems  and recovery services. We provide ...,seagate,"['Unit 4 Botany Grove Estate, 14A Baker St Botany NSW 2019', 'https://www.seagate.com/support/service-centers/']","['kate.schuelke@seagate.com', 'https://www.seagate.com/investors/governance/seagate-code-of-ethics/']","['0800-750-335', 'https://www.seagate.com/au/en/contacts/ironwolf-skyhawk-hotline/']","['seagate momentus drives', 'other seagate', 'seagate solid state drives', 'seagate nas', 'compatible seagate products', 'seagate technology', 'seagate companies', 'seagate product', 'seagate technology companies', 'seagate ironwolf']","[['Dave Mosley', 'CEO'], 'https://www.seagate.com/au/en/our-story/dave-mosley/']","['Miscellaneous Professional Services', 'https://app.avention.com/company/e8306726-729c-3d86-afba-6fccd2f9c965#report/company_summary']","['21 November 2001', 'https://opencorporates.com/companies/au/098829157']","['200M', 'https://app.avention.com/company/e8306726-729c-3d86-afba-6fccd2f9c965#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/098829157']","['1.2k', 'https://app.avention.com/company/e8306726-729c-3d86-afba-6fccd2f9c965#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/e8306726-729c-3d86-afba-6fccd2f9c965#report/company_summary']",0.25,0.25,0.0,0.0,0.125
risk software australia OR new zealand,Energy Trading Software - ETRM | Creative Analytics Australia ...,http://analytics.com.au/,Creative Analytics provides leading edge energy software and consulting services for energy trading and risk management (ETRM). Ask our experts.,analytics,None,"['support@analytics.com.au', 'http://analytics.com.au/closed-monday-25th-january-2016/']","['+61 (2) 8916-2224', 'http://analytics.com.au/new-support-and-contact-telephone-numbers/']","['live prices creative analytics', 'creative creative analytics', 'new markets', 'market prices', 'current market prices', 'creative analytics christmas newsletter energy', 'gas prices', 'spot price', 'many new customers', 'many new features']","[['Colin Li ', 'Data Analytics Manager_Allianz Australia'], 'from linkedin search google']","[['AnalyticsAssociation'], 'https://www.crunchbase.com/organization/institute-of-analytic-professionals-of-australia']",None,None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/institute-of-analytic-professionals-of-australia']",None,"['Private', 'https://www.crunchbase.com/organization/institute-of-analytic-professionals-of-australia']",0.0,0.25,0.0,0.0,0.0625
Community care software in australia or newzealand,Capterra: Find Business Software with reviews & price ...,https://www.capterra.co.nz/,FEEL CONFIDENT ABOUT YOUR OPTIONS. Make a more informed software decision. Company. About · Contact · Community guidelines ...,capterra,None,None,None,"['other review software', 'software reviews', 'software user reviews', 'other software', 'software users', 'management software', 'management system software', 'customer relationship management software', 'software product directories', 'must use payroll software']","[['Martin Oxley ', 'Investor_Montoux'], 'from linkedin search google']","['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
